parent,run_id,task,policy,n_children,n_artifact,n_silent,top1_expected,raw_regret,escalated_expected,low_wall_s,all_full_runtime_s,restart_cost_s,continuation_cost_s
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,random_expected,2,0,2,0.5,0.30362999999999996,1.0,172.7,3921.0252232720377,2133.2126116360187,2013.2126116360187
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,stdout_tfidf,2,0,2,0.0,0.6072599999999999,1.0,172.7,3921.0252232720377,1527.4162224240602,1407.4162224240602
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_scalar_run_oof,2,0,2,0.0,0.6072599999999999,1.0,172.7,3921.0252232720377,1527.4162224240602,1407.4162224240602
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_text_run_oof,2,0,2,1.0,0.0,1.0,172.7,3921.0252232720377,2739.0090008479774,2619.0090008479774
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_combined_run_oof,2,0,2,0.0,0.6072599999999999,1.0,172.7,3921.0252232720377,1527.4162224240602,1407.4162224240602
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_scalar_loto,2,0,2,0.0,0.6072599999999999,1.0,172.7,3921.0252232720377,1527.4162224240602,1407.4162224240602
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_text_loto,2,0,2,1.0,0.0,1.0,172.7,3921.0252232720377,2739.0090008479774,2619.0090008479774
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_combined_loto,2,0,2,0.0,0.6072599999999999,1.0,172.7,3921.0252232720377,1527.4162224240602,1407.4162224240602
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,oracle_top1,2,0,2,1.0,0.0,1.0,172.7,3921.0252232720377,2739.0090008479774,2619.0090008479774
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,all_escalate,2,0,2,1.0,0.0,2.0,172.7,3921.0252232720377,4093.7252232720375,3853.7252232720375
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,full_external,2,0,2,1.0,0.0,2.0,172.7,3921.0252232720377,3921.0252232720377,3921.0252232720377
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,random_expected,2,0,2,0.5,0.0047900000000000165,1.0,240.4,4745.1295155209955,2612.964757760498,2492.964757760498
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,stdout_tfidf,2,0,2,0.0,0.009580000000000033,1.0,240.4,4745.1295155209955,3097.473420931003,2977.473420931003
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_scalar_run_oof,2,0,2,0.0,0.009580000000000033,1.0,240.4,4745.1295155209955,3097.473420931003,2977.473420931003
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_text_run_oof,2,0,2,1.0,0.0,1.0,240.4,4745.1295155209955,2128.4560945899925,2008.4560945899925
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_combined_run_oof,2,0,2,0.0,0.009580000000000033,1.0,240.4,4745.1295155209955,3097.473420931003,2977.473420931003
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_scalar_loto,2,0,2,0.0,0.009580000000000033,1.0,240.4,4745.1295155209955,3097.473420931003,2977.473420931003
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_text_loto,2,0,2,1.0,0.0,1.0,240.4,4745.1295155209955,2128.4560945899925,2008.4560945899925
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_combined_loto,2,0,2,0.0,0.009580000000000033,1.0,240.4,4745.1295155209955,3097.473420931003,2977.473420931003
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,oracle_top1,2,0,2,1.0,0.0,1.0,240.4,4745.1295155209955,2128.4560945899925,2008.4560945899925
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,all_escalate,2,0,2,1.0,0.0,2.0,240.4,4745.1295155209955,4985.529515520995,4745.529515520995
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,full_external,2,0,2,1.0,0.0,2.0,240.4,4745.1295155209955,4745.1295155209955,4745.1295155209955
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,random_expected,2,0,2,0.5,0.011915000000000009,1.0,240.4,3844.2719122660346,2162.5359561330174,2042.5359561330174
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,stdout_tfidf,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_scalar_run_oof,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_text_run_oof,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_combined_run_oof,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_scalar_loto,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_text_loto,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,top1_combined_loto,2,0,2,0.0,0.023830000000000018,1.0,240.4,3844.2719122660346,1474.6685566940346,1354.6685566940346
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,oracle_top1,2,0,2,1.0,0.0,1.0,240.4,3844.2719122660346,2850.4033555720002,2730.4033555720002
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,all_escalate,2,0,2,1.0,0.0,2.0,240.4,3844.2719122660346,4084.6719122660347,3844.6719122660347
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,full_external,2,0,2,1.0,0.0,2.0,240.4,3844.2719122660346,3844.2719122660346,3844.2719122660346
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,random_expected,2,0,2,0.5,0.10888500000000001,1.0,240.4,2680.9472773440066,1580.8736386720034,1460.8736386720034
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,stdout_tfidf,2,0,2,1.0,0.0,1.0,240.4,2680.9472773440066,1426.3286089200178,1306.3286089200178
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_scalar_run_oof,2,0,2,1.0,0.0,1.0,240.4,2680.9472773440066,1426.3286089200178,1306.3286089200178
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_text_run_oof,2,0,2,0.0,0.21777000000000002,1.0,240.4,2680.9472773440066,1735.418668423989,1615.418668423989
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_combined_run_oof,2,0,2,1.0,0.0,1.0,240.4,2680.9472773440066,1426.3286089200178,1306.3286089200178
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_scalar_loto,2,0,2,1.0,0.0,1.0,240.4,2680.9472773440066,1426.3286089200178,1306.3286089200178
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_text_loto,2,0,2,0.0,0.21777000000000002,1.0,240.4,2680.9472773440066,1735.418668423989,1615.418668423989
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,top1_combined_loto,2,0,2,1.0,0.0,1.0,240.4,2680.9472773440066,1426.3286089200178,1306.3286089200178
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,oracle_top1,2,0,2,1.0,0.0,1.0,240.4,2680.9472773440066,1426.3286089200178,1306.3286089200178
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,all_escalate,2,0,2,1.0,0.0,2.0,240.4,2680.9472773440066,2921.3472773440067,2681.3472773440067
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,full_external,2,0,2,1.0,0.0,2.0,240.4,2680.9472773440066,2680.9472773440066,2680.9472773440066
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,random_expected,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,stdout_tfidf,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_run_oof,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,top1_text_run_oof,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_run_oof,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_loto,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,top1_text_loto,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_loto,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,oracle_top1,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,all_escalate,3,3,0,1.0,0.0,0.0,107.4,176.68188110366464,107.4,107.4
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,full_external,3,3,0,1.0,0.0,3.0,107.4,176.68188110366464,176.68188110366464,176.68188110366464
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,random_expected,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,stdout_tfidf,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_run_oof,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,top1_text_run_oof,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_run_oof,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_loto,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,top1_text_loto,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_loto,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,oracle_top1,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,all_escalate,3,3,0,1.0,0.0,0.0,106.6,168.19164774939418,106.6,106.6
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,full_external,3,3,0,1.0,0.0,3.0,106.6,168.19164774939418,168.19164774939418,168.19164774939418
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,random_expected,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,stdout_tfidf,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_run_oof,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,top1_text_run_oof,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_run_oof,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_loto,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,top1_text_loto,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_loto,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,oracle_top1,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,all_escalate,2,2,0,1.0,0.0,0.0,160.9,192.05969121307135,160.9,160.9
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,full_external,2,2,0,1.0,0.0,2.0,160.9,192.05969121307135,192.05969121307135,192.05969121307135
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,random_expected,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,stdout_tfidf,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_run_oof,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,top1_text_run_oof,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_run_oof,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_loto,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,top1_text_loto,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_loto,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,oracle_top1,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,all_escalate,2,2,0,1.0,0.0,0.0,44.3,50.29974092915654,44.3,44.3
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,full_external,2,2,0,1.0,0.0,2.0,44.3,50.29974092915654,50.29974092915654,50.29974092915654
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,random_expected,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,stdout_tfidf,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_run_oof,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,top1_text_run_oof,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_run_oof,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,top1_scalar_loto,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,top1_text_loto,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,top1_combined_loto,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,oracle_top1,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,all_escalate,3,3,0,1.0,0.0,0.0,148.7,320.5955135989934,148.7,148.7
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,full_external,3,3,0,1.0,0.0,3.0,148.7,320.5955135989934,320.5955135989934,320.5955135989934
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,random_expected,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,stdout_tfidf,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,top1_scalar_run_oof,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,top1_text_run_oof,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,top1_combined_run_oof,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,top1_scalar_loto,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,top1_text_loto,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,top1_combined_loto,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,oracle_top1,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,all_escalate,2,1,1,1.0,0.0,1.0,134.0,1580.8765425961465,1699.617034861818,1579.617034861818
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,full_external,2,1,1,1.0,0.0,2.0,134.0,1580.8765425961465,1580.8765425961465,1580.8765425961465
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,random_expected,2,0,2,0.5,0.006610000000000005,1.0,61.7,5880.804950714111,3002.1024753570555,2882.1024753570555
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,stdout_tfidf,2,0,2,1.0,0.0,1.0,61.7,5880.804950714111,2999.480420541763,2879.480420541763
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,top1_scalar_run_oof,2,0,2,0.0,0.01322000000000001,1.0,61.7,5880.804950714111,3004.724530172348,2884.724530172348
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,top1_text_run_oof,2,0,2,0.0,0.01322000000000001,1.0,61.7,5880.804950714111,3004.724530172348,2884.724530172348
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,top1_combined_run_oof,2,0,2,0.0,0.01322000000000001,1.0,61.7,5880.804950714111,3004.724530172348,2884.724530172348
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,top1_scalar_loto,2,0,2,0.0,0.01322000000000001,1.0,61.7,5880.804950714111,3004.724530172348,2884.724530172348
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,top1_text_loto,2,0,2,0.0,0.01322000000000001,1.0,61.7,5880.804950714111,3004.724530172348,2884.724530172348
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,top1_combined_loto,2,0,2,0.0,0.01322000000000001,1.0,61.7,5880.804950714111,3004.724530172348,2884.724530172348
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,oracle_top1,2,0,2,1.0,0.0,1.0,61.7,5880.804950714111,2999.480420541763,2879.480420541763
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,all_escalate,2,0,2,1.0,0.0,2.0,61.7,5880.804950714111,5942.504950714111,5702.504950714111
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,full_external,2,0,2,1.0,0.0,2.0,61.7,5880.804950714111,5880.804950714111,5880.804950714111
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,random_expected,2,0,2,0.5,0.0018499999999999628,1.0,240.2,2207.980604171753,1344.1903020858765,1224.1903020858765
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,stdout_tfidf,2,0,2,1.0,0.0,1.0,240.2,2207.980604171753,995.3663944721222,875.3663944721222
