protocol,source_commit,protocol_sha256,outer_eval_fold,arm,endpoint_budget,selected_endpoints,induced_unique_train_pairs,outer_eval_pairs,outer_eval_tasks,pairwise_accuracy,task_macro_accuracy,log_loss,brier_score,fit_seconds,query_seconds,vocabulary_size,model_iterations,weight_lambda,weight_effective_sample_size_fraction,maximum_single_pair_weight_share,task_distribution_l1_before,task_distribution_l1_after,gpu,api_calls,base_model_updates
endpoint-budget-influence-bounded-task-reweight-result-v1,d768cb2ffefd8fc1a9a74cf07e02a2a9ed8fabd7,0cabba460cc6a0acc65b60a0271177dfc6d98c1d80b5e9a4453f286ed134f885,0,influence_bounded_task_reweight,96,96,49,138,20,0.6014492753623188,0.4769624003447531,0.6897898574250639,0.24832207286970373,3.6068960623815656,4.7887615552172065,30000,2,0.27033898305084747,0.9113902886416378,0.04999999999999998,0.7829313543599258,0.5712744882236407,0,0,0
endpoint-budget-influence-bounded-task-reweight-result-v1,d768cb2ffefd8fc1a9a74cf07e02a2a9ed8fabd7,0cabba460cc6a0acc65b60a0271177dfc6d98c1d80b5e9a4453f286ed134f885,0,influence_bounded_task_reweight,192,192,99,138,20,0.6014492753623188,0.6000393234216763,0.68574396012049,0.2463010866785386,7.2128092693164945,4.642520148307085,30000,2,1.0,0.7407179940998836,0.038847117794486206,0.37472469051416424,2.220446049250313e-16,0,0,0
