run_id,task,arm,seed,source_tree,controller_commit,execution_timeout_seconds,step_limit,worker_wall_cap_seconds,api_calls,settled_api_cost_usd,unresolved_api_calls,accounted_api_liability_usd,total_api_cost_usd,task_calls,exit_zero_calls,buggy_nodes,generated_candidates,failure_categories,comparable_final
00-leaf-classification-s14-uniform_random,leaf-classification,uniform_random,14,f70eb4859c48c61bba37b298fbf8e32e367644ae,4394d89ff9d7b31ab5953ac9d4fbc4514beeb84a,300,6,3540,15,0.030109326,0,0.030109326,0.030109326,5,1,4,8,"{'other_code_error': 3, 'execution_timeout': 1}",True
01-leaf-classification-s14-critic_topk_random,leaf-classification,critic_topk_random,14,f70eb4859c48c61bba37b298fbf8e32e367644ae,4394d89ff9d7b31ab5953ac9d4fbc4514beeb84a,300,6,3540,19,0.048437779,0,0.048437779,0.048437779,5,2,3,8,"{'lightgbm_removed_or_invalid_keyword': 1, 'execution_timeout': 1, 'other_code_error': 1}",True
02-spaceship-titanic-s14-critic_topk_random,spaceship-titanic,critic_topk_random,14,f70eb4859c48c61bba37b298fbf8e32e367644ae,4394d89ff9d7b31ab5953ac9d4fbc4514beeb84a,300,6,3540,19,0.070479552,0,0.070479552,0.070479552,5,1,4,8,"{'pandas_categorical_assignment': 2, 'execution_timeout': 1, 'other_code_error': 1}",True
03-spaceship-titanic-s14-uniform_random,spaceship-titanic,uniform_random,14,f70eb4859c48c61bba37b298fbf8e32e367644ae,4394d89ff9d7b31ab5953ac9d4fbc4514beeb84a,300,6,3540,15,0.043196673,0,0.043196673,0.043196673,5,0,5,8,"{'experimental_import': 1, 'other_code_error': 3, 'pandas_categorical_assignment': 1}",False
