run_id,task,cards,graded_cards,legal_parent_child_edges,observed_components,closed_nodes,branch_points,closed_branch_points,deep_closed_branch_points,max_closed_depth_to_leaf
cards_senior_0729.jsonl:18,denoising-dirty-documents,18,18,10,8,13,3,3,1,2
cards_senior_0729.jsonl:19,denoising-dirty-documents,16,16,4,12,8,0,0,0,0
cards_senior_0729.jsonl:2,petfinder-pawpularity-score,8,8,3,5,6,1,1,0,1
cards_senior_0729.jsonl:3,petfinder-pawpularity-score,11,11,5,6,7,1,0,0,1
cards_senior_0729.jsonl:4,spooky-author-identification,8,8,1,7,5,0,0,0,0
cards_senior_0729.jsonl:5,spooky-author-identification,4,4,0,4,3,0,0,0,0
cards_senior_0729.jsonl:6,spooky-author-identification,2,2,0,2,2,0,0,0,0
cards_senior_0729.jsonl:7,spooky-author-identification,6,6,1,5,4,0,0,0,0
cards_senior_0729.jsonl:8,text-normalization-challenge-english-language,8,8,2,6,5,0,0,0,1
cards_senior_0729.jsonl:9,text-normalization-challenge-english-language,8,8,2,6,6,0,0,0,1
cards_senior_0730.jsonl:0,petfinder-pawpularity-score,34,34,25,9,25,10,2,1,2
cards_senior_0730.jsonl:1,petfinder-pawpularity-score,91,91,80,11,77,29,15,5,3
cards_senior_0730.jsonl:10,nomad2018-predict-transparent-conductors,11,11,3,8,10,1,0,0,1
cards_senior_0730.jsonl:11,nomad2018-predict-transparent-conductors,12,12,5,7,11,1,0,0,2
cards_senior_0730.jsonl:12,nomad2018-predict-transparent-conductors,12,12,4,8,8,1,0,0,0
cards_senior_0730.jsonl:13,mlsp-2013-birds,103,103,45,58,82,6,0,0,3
cards_senior_0730.jsonl:14,mlsp-2013-birds,25,25,8,17,21,1,0,0,1
cards_senior_0730.jsonl:15,mlsp-2013-birds,38,38,22,16,26,1,0,0,10
cards_senior_0730.jsonl:16,mlsp-2013-birds,40,40,18,22,32,4,0,0,1
cards_senior_0730.jsonl:17,mlsp-2013-birds,32,32,15,17,27,4,0,0,1
cards_senior_0730.jsonl:18,mlsp-2013-birds,30,30,14,16,23,3,0,0,1
cards_senior_0730.jsonl:2,petfinder-pawpularity-score,36,36,27,9,29,10,4,0,1
cards_senior_0730.jsonl:3,petfinder-pawpularity-score,45,45,38,7,37,14,6,1,2
cards_senior_0730.jsonl:4,petfinder-pawpularity-score,10,10,6,4,8,2,0,0,1
cards_senior_0730.jsonl:5,spooky-author-identification,131,131,103,28,105,35,14,4,3
cards_senior_0730.jsonl:6,spooky-author-identification,179,179,138,41,137,52,16,6,3
cards_senior_0730.jsonl:7,spooky-author-identification,161,161,121,40,121,42,12,3,3
cards_senior_0730.jsonl:8,spooky-author-identification,90,90,61,29,68,22,7,1,2
cards_senior_0730.jsonl:9,nomad2018-predict-transparent-conductors,17,17,4,13,15,0,0,0,2
cards_senior_0731.jsonl:0,petfinder-pawpularity-score,20,20,14,6,17,4,2,1,2
cards_senior_0731.jsonl:1,petfinder-pawpularity-score,22,22,14,8,17,5,1,0,1
cards_senior_0731.jsonl:10,denoising-dirty-documents,29,29,21,8,19,8,4,0,1
cards_senior_0731.jsonl:11,denoising-dirty-documents,38,38,28,10,26,10,6,2,3
cards_senior_0731.jsonl:12,denoising-dirty-documents,12,12,6,6,9,2,2,0,1
cards_senior_0731.jsonl:13,denoising-dirty-documents,25,25,15,10,18,5,4,2,2
cards_senior_0731.jsonl:14,denoising-dirty-documents,27,27,19,8,18,7,3,0,1
cards_senior_0731.jsonl:15,denoising-dirty-documents,22,22,14,8,14,4,2,1,2
cards_senior_0731.jsonl:2,petfinder-pawpularity-score,18,18,9,9,13,3,0,0,0
cards_senior_0731.jsonl:3,petfinder-pawpularity-score,12,12,6,6,10,2,1,0,1
cards_senior_0731.jsonl:4,spooky-author-identification,18,18,12,6,15,5,2,1,2
cards_senior_0731.jsonl:5,spooky-author-identification,3,3,0,3,3,0,0,0,0
cards_senior_0731.jsonl:6,spooky-author-identification,98,98,71,27,73,25,7,1,2
cards_senior_0731.jsonl:7,spooky-author-identification,6,6,2,4,5,1,0,0,0
cards_senior_0731.jsonl:8,google-quest-challenge,22,22,20,2,22,8,8,6,8
cards_senior_0731.jsonl:9,google-quest-challenge,32,32,19,13,19,5,2,0,1
cards_senior_0801.jsonl:0,petfinder-pawpularity-score,33,33,19,14,25,7,2,0,1
cards_senior_0801.jsonl:1,petfinder-pawpularity-score,36,36,20,16,21,6,0,0,0
cards_senior_0801.jsonl:10,spooky-author-identification,12,12,5,7,9,2,0,0,0
cards_senior_0801.jsonl:11,chaii-hindi-and-tamil-question-answering,41,41,30,11,32,9,2,0,2
cards_senior_0801.jsonl:12,chaii-hindi-and-tamil-question-answering,68,68,51,17,52,21,6,1,2
cards_senior_0801.jsonl:13,chaii-hindi-and-tamil-question-answering,53,53,33,20,40,10,2,1,2
cards_senior_0801.jsonl:14,chaii-hindi-and-tamil-question-answering,39,39,32,7,35,11,7,4,3
cards_senior_0801.jsonl:15,chaii-hindi-and-tamil-question-answering,47,47,38,9,35,12,5,1,2
cards_senior_0801.jsonl:16,chaii-hindi-and-tamil-question-answering,31,31,25,6,28,6,4,4,4
cards_senior_0801.jsonl:17,chaii-hindi-and-tamil-question-answering,68,68,56,12,56,19,8,4,2
cards_senior_0801.jsonl:18,chaii-hindi-and-tamil-question-answering,51,51,32,19,37,9,4,1,2
cards_senior_0801.jsonl:19,dog-breed-identification,3,3,0,3,3,0,0,0,0
cards_senior_0801.jsonl:2,petfinder-pawpularity-score,18,18,10,8,13,4,0,0,0
cards_senior_0801.jsonl:20,dog-breed-identification,6,6,2,4,5,1,0,0,0
cards_senior_0801.jsonl:21,dog-breed-identification,6,6,3,3,6,1,1,0,1
cards_senior_0801.jsonl:22,dog-breed-identification,3,3,0,3,3,0,0,0,0
cards_senior_0801.jsonl:23,histopathologic-cancer-detection,20,20,14,6,13,5,2,0,1
cards_senior_0801.jsonl:24,histopathologic-cancer-detection,14,14,10,4,11,4,3,2,3
cards_senior_0801.jsonl:25,dog-breed-identification,15,15,7,8,13,2,0,0,0
cards_senior_0801.jsonl:26,dog-breed-identification,20,20,11,9,18,3,1,0,1
cards_senior_0801.jsonl:27,dog-breed-identification,10,10,1,9,9,0,0,0,0
cards_senior_0801.jsonl:28,dog-breed-identification,11,11,4,7,10,1,0,0,1
cards_senior_0801.jsonl:29,tabular-playground-series-may-2022,15,15,7,8,13,2,0,0,0
cards_senior_0801.jsonl:3,petfinder-pawpularity-score,259,259,221,38,204,76,30,10,5
cards_senior_0801.jsonl:30,tabular-playground-series-may-2022,35,35,19,16,29,6,0,0,0
cards_senior_0801.jsonl:31,tabular-playground-series-may-2022,15,15,9,6,14,2,1,0,1
cards_senior_0801.jsonl:32,tabular-playground-series-may-2022,26,26,15,11,22,4,1,0,1
cards_senior_0801.jsonl:33,tabular-playground-series-dec-2021,9,9,3,6,8,1,1,0,1
cards_senior_0801.jsonl:34,tabular-playground-series-dec-2021,6,6,1,5,5,0,0,0,0
cards_senior_0801.jsonl:35,tabular-playground-series-dec-2021,16,16,5,11,11,2,0,0,0
cards_senior_0801.jsonl:36,tabular-playground-series-dec-2021,9,9,3,6,7,1,0,0,0
cards_senior_0801.jsonl:37,tabular-playground-series-dec-2021,8,8,4,4,7,1,0,0,2
cards_senior_0801.jsonl:38,tabular-playground-series-dec-2021,7,7,2,5,6,0,0,0,1
cards_senior_0801.jsonl:4,spooky-author-identification,349,349,309,40,301,108,67,21,3
cards_senior_0801.jsonl:5,spooky-author-identification,370,370,338,32,335,118,87,28,4
cards_senior_0801.jsonl:6,spooky-author-identification,338,338,307,31,307,104,80,37,3
cards_senior_0801.jsonl:7,spooky-author-identification,343,343,297,46,280,110,51,11,2
cards_senior_0801.jsonl:8,spooky-author-identification,18,18,10,8,13,4,0,0,0
cards_senior_0801.jsonl:9,spooky-author-identification,9,9,4,5,8,1,1,0,1
cards_senior_0802.jsonl:0,kuzushiji-recognition,6,6,1,5,5,0,0,0,0
cards_senior_0802.jsonl:1,kuzushiji-recognition,6,6,1,5,5,0,0,0,0
cards_senior_0802.jsonl:10,denoising-dirty-documents,9,9,5,4,7,0,0,0,2
cards_senior_0802.jsonl:11,denoising-dirty-documents,8,8,5,3,7,2,2,0,1
cards_senior_0802.jsonl:12,denoising-dirty-documents,18,18,4,14,11,0,0,0,1
cards_senior_0802.jsonl:13,denoising-dirty-documents,6,6,0,6,4,0,0,0,0
cards_senior_0802.jsonl:14,denoising-dirty-documents,7,7,1,6,5,0,0,0,1
cards_senior_0802.jsonl:2,mlsp-2013-birds,50,50,28,22,38,7,0,0,1
cards_senior_0802.jsonl:3,mlsp-2013-birds,58,58,35,23,45,9,0,0,2
cards_senior_0802.jsonl:4,mlsp-2013-birds,66,66,41,25,56,11,3,0,1
cards_senior_0802.jsonl:5,mlsp-2013-birds,33,33,18,15,29,5,1,1,2
cards_senior_0802.jsonl:6,nomad2018-predict-transparent-conductors,16,16,6,10,14,1,0,0,1
cards_senior_0802.jsonl:7,nomad2018-predict-transparent-conductors,19,19,11,8,17,2,0,0,3
cards_senior_0802.jsonl:8,nomad2018-predict-transparent-conductors,15,15,6,9,13,2,0,0,0
cards_senior_0802.jsonl:9,nomad2018-predict-transparent-conductors,16,16,7,9,15,1,1,0,2
cards_senior_0803.jsonl:0,learning-agency-lab-automated-essay-scoring-2,16,16,11,5,14,4,2,0,1
cards_senior_0803.jsonl:1,learning-agency-lab-automated-essay-scoring-2,13,13,10,3,13,3,3,1,2
cards_senior_0803.jsonl:2,learning-agency-lab-automated-essay-scoring-2,16,16,12,4,15,4,3,1,2
cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,11,11,6,5,9,2,0,0,2
cards_senior_0803.jsonl:4,learning-agency-lab-automated-essay-scoring-2,13,13,6,7,10,2,0,0,1
cards_senior_0803.jsonl:5,learning-agency-lab-automated-essay-scoring-2,9,9,2,7,7,1,0,0,0
cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,6,6,2,4,5,1,0,0,0
cards_senior_0803.jsonl:7,learning-agency-lab-automated-essay-scoring-2,9,9,5,4,8,2,1,0,1
cards_senior_0804.jsonl:0,petfinder-pawpularity-score,18,18,13,5,15,5,2,0,1
cards_senior_0804.jsonl:1,petfinder-pawpularity-score,12,12,7,5,10,3,1,0,1
cards_senior_0804.jsonl:10,kuzushiji-recognition,15,15,6,9,8,2,0,0,0
cards_senior_0804.jsonl:11,dog-breed-identification,20,20,15,5,14,6,3,1,2
cards_senior_0804.jsonl:12,dog-breed-identification,15,15,10,5,10,3,1,0,1
cards_senior_0804.jsonl:13,dog-breed-identification,18,18,6,12,11,1,1,0,1
cards_senior_0804.jsonl:14,dog-breed-identification,19,19,6,13,10,1,0,0,1
cards_senior_0804.jsonl:15,tabular-playground-series-may-2022,8,8,1,7,5,0,0,0,0
cards_senior_0804.jsonl:16,tabular-playground-series-may-2022,14,14,1,13,8,0,0,0,0
cards_senior_0804.jsonl:17,tabular-playground-series-may-2022,16,16,4,12,9,0,0,0,0
cards_senior_0804.jsonl:18,tabular-playground-series-may-2022,8,8,1,7,5,0,0,0,0
cards_senior_0804.jsonl:19,denoising-dirty-documents,26,26,18,8,14,4,2,0,1
cards_senior_0804.jsonl:2,petfinder-pawpularity-score,21,21,15,6,18,6,3,0,1
cards_senior_0804.jsonl:20,denoising-dirty-documents,14,14,8,6,10,2,1,1,2
cards_senior_0804.jsonl:21,denoising-dirty-documents,17,17,11,6,12,3,3,1,2
cards_senior_0804.jsonl:22,denoising-dirty-documents,17,17,6,11,10,1,1,0,1
cards_senior_0804.jsonl:23,denoising-dirty-documents,15,15,10,5,11,3,2,1,3
cards_senior_0804.jsonl:24,denoising-dirty-documents,18,18,10,8,11,3,1,0,1
cards_senior_0804.jsonl:3,petfinder-pawpularity-score,12,12,6,6,9,2,0,0,0
cards_senior_0804.jsonl:4,spooky-author-identification,18,18,12,6,15,5,2,0,1
cards_senior_0804.jsonl:5,spooky-author-identification,18,18,9,9,13,3,0,0,0
cards_senior_0804.jsonl:6,spooky-author-identification,15,15,9,6,12,3,1,0,1
cards_senior_0804.jsonl:7,spooky-author-identification,16,16,10,6,12,4,0,0,1
cards_senior_0804.jsonl:8,spooky-author-identification,3,3,0,3,3,0,0,0,0
cards_senior_0804.jsonl:9,kuzushiji-recognition,13,13,7,6,8,3,1,0,1
cards_senior_0805seq.jsonl:0,petfinder-pawpularity-score,38,38,25,13,23,6,3,1,2
cards_senior_0805seq.jsonl:1,petfinder-pawpularity-score,35,35,21,14,15,1,1,0,3
cards_senior_0805seq.jsonl:10,kuzushiji-recognition,24,24,13,11,6,1,0,0,1
cards_senior_0805seq.jsonl:11,kuzushiji-recognition,21,21,7,14,7,0,0,0,1
cards_senior_0805seq.jsonl:12,mlsp-2013-birds,18,18,6,12,12,1,0,0,1
cards_senior_0805seq.jsonl:13,mlsp-2013-birds,15,15,4,11,11,1,0,0,0
cards_senior_0805seq.jsonl:14,mlsp-2013-birds,14,14,5,9,9,2,0,0,0
cards_senior_0805seq.jsonl:15,mlsp-2013-birds,14,14,4,10,9,1,0,0,0
cards_senior_0805seq.jsonl:16,nomad2018-predict-transparent-conductors,67,67,28,39,31,3,1,1,2
cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,69,69,35,34,39,8,5,0,1
cards_senior_0805seq.jsonl:18,nomad2018-predict-transparent-conductors,54,54,32,22,31,6,3,1,2
cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,75,75,50,25,45,12,7,0,2
cards_senior_0805seq.jsonl:2,petfinder-pawpularity-score,59,59,40,19,34,7,4,2,3
cards_senior_0805seq.jsonl:20,tabular-playground-series-dec-2021,20,20,7,13,13,2,2,1,2
cards_senior_0805seq.jsonl:21,tabular-playground-series-dec-2021,15,15,6,9,10,1,1,0,1
cards_senior_0805seq.jsonl:22,tabular-playground-series-dec-2021,16,16,7,9,9,1,0,0,0
cards_senior_0805seq.jsonl:23,tabular-playground-series-dec-2021,17,17,5,12,12,2,2,1,2
cards_senior_0805seq.jsonl:24,tabular-playground-series-dec-2021,20,20,11,9,14,3,3,1,2
cards_senior_0805seq.jsonl:25,tabular-playground-series-dec-2021,23,23,14,9,14,2,2,1,2
cards_senior_0805seq.jsonl:3,petfinder-pawpularity-score,37,37,23,14,18,5,0,0,1
cards_senior_0805seq.jsonl:4,spooky-author-identification,26,26,12,14,12,3,0,0,0
cards_senior_0805seq.jsonl:5,spooky-author-identification,38,38,20,18,22,3,1,0,1
cards_senior_0805seq.jsonl:6,us-patent-phrase-to-phrase-matching,39,39,23,16,25,9,4,0,1
cards_senior_0805seq.jsonl:7,us-patent-phrase-to-phrase-matching,35,35,22,13,18,6,4,1,2
cards_senior_0805seq.jsonl:8,histopathologic-cancer-detection,37,37,25,12,23,8,4,1,2
cards_senior_0805seq.jsonl:9,histopathologic-cancer-detection,28,28,20,8,24,9,9,3,2
cards_senior_0806.jsonl:0,petfinder-pawpularity-score,23,23,5,18,8,0,0,0,0
cards_senior_0806.jsonl:1,petfinder-pawpularity-score,32,32,16,16,14,1,0,0,1
cards_senior_0806.jsonl:10,histopathologic-cancer-detection,38,38,31,7,29,14,9,2,2
cards_senior_0806.jsonl:11,histopathologic-cancer-detection,32,32,25,7,24,10,7,1,2
cards_senior_0806.jsonl:12,kuzushiji-recognition,17,17,11,6,10,4,1,0,1
cards_senior_0806.jsonl:13,kuzushiji-recognition,23,23,13,10,13,3,1,0,1
cards_senior_0806.jsonl:14,tabular-playground-series-may-2022,14,14,10,4,10,4,2,0,1
cards_senior_0806.jsonl:15,tabular-playground-series-may-2022,12,12,5,7,7,0,0,0,0
cards_senior_0806.jsonl:16,tabular-playground-series-may-2022,18,18,14,4,14,6,4,2,2
cards_senior_0806.jsonl:17,tabular-playground-series-may-2022,10,10,5,5,6,2,0,0,0
cards_senior_0806.jsonl:18,dog-breed-identification,44,44,31,13,27,12,4,0,1
cards_senior_0806.jsonl:19,dog-breed-identification,33,33,19,14,21,7,4,1,2
cards_senior_0806.jsonl:2,spooky-author-identification,12,12,6,6,8,2,0,0,1
cards_senior_0806.jsonl:20,dog-breed-identification,22,22,10,12,12,3,1,0,1
cards_senior_0806.jsonl:21,dog-breed-identification,48,48,38,10,31,15,7,2,2
cards_senior_0806.jsonl:22,dog-breed-identification,44,44,37,7,34,16,11,5,4
cards_senior_0806.jsonl:23,tweet-sentiment-extraction,59,59,49,10,45,19,14,6,3
cards_senior_0806.jsonl:24,tweet-sentiment-extraction,72,72,60,12,51,26,14,5,3
cards_senior_0806.jsonl:25,tweet-sentiment-extraction,77,77,55,22,50,19,11,1,2
cards_senior_0806.jsonl:26,denoising-dirty-documents,17,17,6,11,10,0,0,0,1
cards_senior_0806.jsonl:27,denoising-dirty-documents,9,9,3,6,4,0,0,0,0
cards_senior_0806.jsonl:28,denoising-dirty-documents,12,12,4,8,6,0,0,0,1
cards_senior_0806.jsonl:29,denoising-dirty-documents,9,9,0,9,5,0,0,0,0
cards_senior_0806.jsonl:3,spooky-author-identification,10,10,3,7,8,0,0,0,1
cards_senior_0806.jsonl:30,denoising-dirty-documents,12,12,4,8,7,0,0,0,2
cards_senior_0806.jsonl:31,denoising-dirty-documents,10,10,2,8,6,0,0,0,0
cards_senior_0806.jsonl:4,spooky-author-identification,7,7,1,6,5,0,0,0,0
cards_senior_0806.jsonl:5,spooky-author-identification,7,7,2,5,5,0,0,0,0
cards_senior_0806.jsonl:6,us-patent-phrase-to-phrase-matching,34,34,20,14,20,7,2,0,1
cards_senior_0806.jsonl:7,us-patent-phrase-to-phrase-matching,36,35,23,13,21,5,3,2,3
cards_senior_0806.jsonl:8,google-quest-challenge,49,43,18,31,22,5,0,0,0
cards_senior_0806.jsonl:9,google-quest-challenge,50,42,12,38,24,1,1,0,1
cards_senior_0807.jsonl:0,google-quest-challenge,23,23,12,11,13,2,0,0,1
cards_senior_0807.jsonl:1,google-quest-challenge,23,23,17,6,13,5,2,0,1
cards_senior_0807.jsonl:10,tabular-playground-series-may-2022,11,11,4,7,7,0,0,0,1
cards_senior_0807.jsonl:11,tabular-playground-series-may-2022,26,26,20,6,24,0,0,0,17
cards_senior_0807.jsonl:12,dog-breed-identification,4,4,0,4,3,0,0,0,0
cards_senior_0807.jsonl:13,dog-breed-identification,4,4,0,4,3,0,0,0,0
cards_senior_0807.jsonl:14,dog-breed-identification,4,4,0,4,3,0,0,0,0
cards_senior_0807.jsonl:15,dog-breed-identification,9,9,0,9,5,0,0,0,0
cards_senior_0807.jsonl:16,tweet-sentiment-extraction,2,2,0,2,2,0,0,0,0
cards_senior_0807.jsonl:17,tweet-sentiment-extraction,6,6,1,5,4,0,0,0,1
cards_senior_0807.jsonl:18,tweet-sentiment-extraction,2,2,0,2,2,0,0,0,0
cards_senior_0807.jsonl:19,tweet-sentiment-extraction,1,1,0,1,1,0,0,0,0
cards_senior_0807.jsonl:2,google-quest-challenge,31,31,25,6,23,10,7,2,2
cards_senior_0807.jsonl:20,tabular-playground-series-dec-2021,16,16,5,11,8,1,0,0,1
cards_senior_0807.jsonl:21,tabular-playground-series-dec-2021,15,15,6,9,8,1,1,0,2
cards_senior_0807.jsonl:22,tabular-playground-series-dec-2021,22,22,13,9,13,1,1,1,3
cards_senior_0807.jsonl:23,tabular-playground-series-dec-2021,19,19,8,11,11,1,0,0,1
cards_senior_0807.jsonl:24,tabular-playground-series-dec-2021,14,14,3,11,6,0,0,0,0
cards_senior_0807.jsonl:25,tabular-playground-series-dec-2021,18,18,6,12,11,0,0,0,3
cards_senior_0807.jsonl:3,google-quest-challenge,22,22,14,8,13,3,2,0,1
cards_senior_0807.jsonl:4,us-patent-phrase-to-phrase-matching,20,20,8,12,11,1,0,0,0
cards_senior_0807.jsonl:5,us-patent-phrase-to-phrase-matching,20,20,13,7,14,5,3,0,1
cards_senior_0807.jsonl:6,whale-categorization-playground,48,48,36,12,31,11,5,3,4
cards_senior_0807.jsonl:7,whale-categorization-playground,32,32,24,8,22,8,4,1,3
cards_senior_0807.jsonl:8,tabular-playground-series-may-2022,22,22,16,6,21,0,0,0,15
cards_senior_0807.jsonl:9,tabular-playground-series-may-2022,16,16,8,8,9,2,0,0,0
cards_senior_0808.jsonl:0,google-quest-challenge,31,29,20,11,17,8,3,0,1
cards_senior_0808.jsonl:1,google-quest-challenge,10,10,3,7,7,1,1,0,1
cards_senior_0808.jsonl:10,learning-agency-lab-automated-essay-scoring-2,6,6,1,5,5,0,0,0,0
cards_senior_0808.jsonl:11,learning-agency-lab-automated-essay-scoring-2,3,3,0,3,3,0,0,0,0
cards_senior_0808.jsonl:12,learning-agency-lab-automated-essay-scoring-2,9,9,2,7,7,1,0,0,0
cards_senior_0808.jsonl:13,learning-agency-lab-automated-essay-scoring-2,6,6,2,4,5,1,0,0,0
cards_senior_0808.jsonl:14,aptos2019-blindness-detection,45,45,37,8,36,16,12,5,3
cards_senior_0808.jsonl:15,aptos2019-blindness-detection,49,49,42,7,39,18,13,5,4
cards_senior_0808.jsonl:16,tabular-playground-series-dec-2021,17,17,6,11,11,2,0,0,0
cards_senior_0808.jsonl:17,tabular-playground-series-dec-2021,8,8,3,5,6,0,0,0,1
cards_senior_0808.jsonl:18,tabular-playground-series-dec-2021,9,9,1,8,7,0,0,0,0
cards_senior_0808.jsonl:19,tabular-playground-series-dec-2021,7,7,1,6,5,0,0,0,0
cards_senior_0808.jsonl:2,google-quest-challenge,30,30,16,14,16,4,1,0,1
cards_senior_0808.jsonl:20,text-normalization-challenge-english-language,44,44,25,19,24,8,1,0,1
cards_senior_0808.jsonl:21,text-normalization-challenge-english-language,40,40,29,11,28,11,7,1,2
cards_senior_0808.jsonl:22,text-normalization-challenge-english-language,25,25,18,7,20,7,6,2,2
cards_senior_0808.jsonl:23,text-normalization-challenge-english-language,25,25,14,11,17,3,3,0,1
cards_senior_0808.jsonl:24,dog-breed-identification,22,22,12,10,13,4,1,0,1
cards_senior_0808.jsonl:25,dog-breed-identification,8,8,3,5,5,1,1,0,1
cards_senior_0808.jsonl:26,dog-breed-identification,3,3,0,3,2,0,0,0,0
cards_senior_0808.jsonl:27,dog-breed-identification,5,5,1,4,3,0,0,0,1
cards_senior_0808.jsonl:28,dog-breed-identification,4,4,1,3,3,0,0,0,1
cards_senior_0808.jsonl:29,dog-breed-identification,5,5,1,4,2,0,0,0,0
cards_senior_0808.jsonl:3,google-quest-challenge,12,11,8,4,10,4,4,2,3
cards_senior_0808.jsonl:30,tweet-sentiment-extraction,22,22,10,12,13,2,1,0,1
cards_senior_0808.jsonl:31,tweet-sentiment-extraction,24,24,17,7,18,7,5,2,2
cards_senior_0808.jsonl:32,leaf-classification,75,75,60,15,64,19,11,6,3
cards_senior_0808.jsonl:33,leaf-classification,82,82,68,14,64,21,9,3,3
cards_senior_0808.jsonl:34,leaf-classification,168,168,128,40,125,45,12,3,3
cards_senior_0808.jsonl:35,leaf-classification,110,110,94,16,95,25,14,11,6
cards_senior_0808.jsonl:36,leaf-classification,42,42,30,12,33,9,4,1,2
cards_senior_0808.jsonl:37,leaf-classification,73,73,57,16,56,19,8,1,2
cards_senior_0808.jsonl:4,whale-categorization-playground,467,467,390,77,338,162,103,34,4
cards_senior_0808.jsonl:5,whale-categorization-playground,42,42,32,10,26,9,5,1,7
cards_senior_0808.jsonl:6,whale-categorization-playground,71,71,59,12,50,25,13,4,3
cards_senior_0808.jsonl:7,whale-categorization-playground,22,22,17,5,16,7,4,1,2
cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,4,4,1,3,4,0,0,0,1
cards_senior_0808.jsonl:9,learning-agency-lab-automated-essay-scoring-2,3,3,0,3,3,0,0,0,0
cards_senior_0809.jsonl:0,us-patent-phrase-to-phrase-matching,80,80,54,26,51,19,10,2,2
cards_senior_0809.jsonl:1,us-patent-phrase-to-phrase-matching,317,317,292,25,270,136,110,54,4
cards_senior_0809.jsonl:10,histopathologic-cancer-detection,14,14,7,7,9,2,1,0,1
cards_senior_0809.jsonl:11,kuzushiji-recognition,10,10,2,8,7,0,0,0,2
cards_senior_0809.jsonl:12,kuzushiji-recognition,16,16,8,8,10,2,1,0,1
cards_senior_0809.jsonl:13,text-normalization-challenge-english-language,7,7,2,5,5,0,0,0,1
cards_senior_0809.jsonl:14,text-normalization-challenge-english-language,4,4,0,4,3,0,0,0,0
cards_senior_0809.jsonl:15,text-normalization-challenge-english-language,8,8,0,8,5,0,0,0,0
cards_senior_0809.jsonl:16,text-normalization-challenge-english-language,8,8,2,6,5,0,0,0,0
cards_senior_0809.jsonl:17,random-acts-of-pizza,149,149,118,31,118,40,17,4,3
cards_senior_0809.jsonl:18,random-acts-of-pizza,138,138,110,28,108,42,15,1,2
cards_senior_0809.jsonl:19,random-acts-of-pizza,3,3,0,3,3,0,0,0,0
cards_senior_0809.jsonl:2,us-patent-phrase-to-phrase-matching,517,517,414,103,370,169,109,32,4
cards_senior_0809.jsonl:20,random-acts-of-pizza,3,3,0,3,3,0,0,0,0
cards_senior_0809.jsonl:21,text-normalization-challenge-russian-language,94,94,77,17,76,32,28,10,4
cards_senior_0809.jsonl:22,text-normalization-challenge-russian-language,48,48,33,15,33,12,7,3,2
cards_senior_0809.jsonl:23,text-normalization-challenge-russian-language,42,42,30,12,29,12,7,1,2
cards_senior_0809.jsonl:24,text-normalization-challenge-russian-language,83,83,65,18,60,28,16,3,4
cards_senior_0809.jsonl:25,text-normalization-challenge-russian-language,61,61,37,24,42,12,10,3,4
cards_senior_0809.jsonl:26,text-normalization-challenge-russian-language,34,34,12,22,20,3,2,0,1
cards_senior_0809.jsonl:27,leaf-classification,73,73,58,15,61,20,11,4,3
cards_senior_0809.jsonl:28,leaf-classification,13,13,7,6,11,2,1,1,2
cards_senior_0809.jsonl:29,leaf-classification,62,62,49,13,51,17,8,2,3
cards_senior_0809.jsonl:3,us-patent-phrase-to-phrase-matching,4,4,2,2,4,1,1,0,1
cards_senior_0809.jsonl:30,leaf-classification,12,12,5,7,9,2,0,0,0
cards_senior_0809.jsonl:31,leaf-classification,4,4,1,3,4,0,0,0,1
cards_senior_0809.jsonl:32,leaf-classification,12,12,5,7,10,2,1,0,1
cards_senior_0809.jsonl:4,us-patent-phrase-to-phrase-matching,2,2,0,2,2,0,0,0,0
cards_senior_0809.jsonl:5,whale-categorization-playground,29,29,20,9,16,3,0,0,3
cards_senior_0809.jsonl:6,whale-categorization-playground,26,26,16,10,13,2,0,0,1
cards_senior_0809.jsonl:7,whale-categorization-playground,24,24,17,7,16,4,3,0,2
cards_senior_0809.jsonl:8,whale-categorization-playground,25,25,15,10,18,4,3,2,3
cards_senior_0809.jsonl:9,histopathologic-cancer-detection,18,18,11,7,12,5,2,0,1
cards_t3era_missing.jsonl:0,tabular-playground-series-dec-2021,5,5,0,5,5,0,0,0,0
cards_t3era_missing.jsonl:1,spooky-author-identification,9,9,1,8,8,0,0,0,0
cards_t3era_missing.jsonl:10,tabular-playground-series-dec-2021,4,4,0,4,4,0,0,0,0
cards_t3era_missing.jsonl:11,spooky-author-identification,10,10,3,7,9,1,0,0,0
cards_t3era_missing.jsonl:12,spooky-author-identification,8,8,1,7,6,0,0,0,0
cards_t3era_missing.jsonl:13,tabular-playground-series-dec-2021,5,5,0,5,4,0,0,0,0
cards_t3era_missing.jsonl:14,spooky-author-identification,8,8,3,5,8,1,1,0,1
cards_t3era_missing.jsonl:15,tabular-playground-series-dec-2021,5,5,0,5,5,0,0,0,0
cards_t3era_missing.jsonl:2,tabular-playground-series-dec-2021,4,4,0,4,4,0,0,0,0
cards_t3era_missing.jsonl:3,spooky-author-identification,8,8,1,7,7,0,0,0,0
cards_t3era_missing.jsonl:4,tabular-playground-series-dec-2021,4,4,0,4,4,0,0,0,0
