pair_index,left_id,right_id,left_runtime_s,right_runtime_s,serial_runtime_s,ideal_parallel_runtime_s,complete
268,spooky-author-identification__88f392945954476bbc8ed4325a614c8d,spooky-author-identification__a5a4083b6dd2425993e40dbb3008346f,43.88838331401348,37.5819506800035,81.47033399401698,43.88838331401348,1
269,spooky-author-identification__28623c96f48a4f8ba29348780725018e,spooky-author-identification__4664f494a4b649e7a60bbfe2be7b1bb6,79.19089454301866,82.47402685898123,161.6649214019999,82.47402685898123,1
270,spooky-author-identification__4664f494a4b649e7a60bbfe2be7b1bb6,spooky-author-identification__aa9bad57d4e44c78bbdab60722303bc8,82.47402685898123,99.76697598799365,182.24100284697488,99.76697598799365,1
271,spooky-author-identification__28623c96f48a4f8ba29348780725018e,spooky-author-identification__aa9bad57d4e44c78bbdab60722303bc8,79.19089454301866,99.76697598799365,178.9578705310123,99.76697598799365,1
272,spooky-author-identification__77e744ce59c943b087a34279a89fa64c,spooky-author-identification__aec84feeb17f4ddb8ef0752f392c7f16,99.90051314001903,90.28686691005714,190.18738005007617,99.90051314001903,1
273,spooky-author-identification__ad0d25ee256f4d16a3d666da890b2ccb,spooky-author-identification__fb91e76755ad4dfd94cc522fada3c1e9,88.87112580501707,102.83418019197416,191.70530599699123,102.83418019197416,1
274,spooky-author-identification__f9b683cca037480384d01373a516904b,spooky-author-identification__fb91e76755ad4dfd94cc522fada3c1e9,101.63486528297653,102.83418019197416,204.4690454749507,102.83418019197416,1
275,spooky-author-identification__ad0d25ee256f4d16a3d666da890b2ccb,spooky-author-identification__f9b683cca037480384d01373a516904b,88.87112580501707,101.63486528297653,190.5059910879936,101.63486528297653,1
276,spooky-author-identification__adb189aea6104e9faa6a9adb58b49be7,spooky-author-identification__dc5efebca147491d9b098fff5b23101c,48.81280162697658,49.68210319499485,98.49490482197143,49.68210319499485,1
277,spooky-author-identification__4a6f488835b24e569f2ef36c13c44d5f,spooky-author-identification__dc5efebca147491d9b098fff5b23101c,48.31037840497447,49.68210319499485,97.99248159996932,49.68210319499485,1
278,spooky-author-identification__123126f44782448998f5e13f7afa99f0,spooky-author-identification__bb31fdd36ec64a1895c47b46ef80d6db,28.817156234988943,96.52642597496742,125.34358220995637,96.52642597496742,1
279,spooky-author-identification__123126f44782448998f5e13f7afa99f0,spooky-author-identification__d99457a9273d4dceb6d56648c6cae80c,28.817156234988943,88.81090166297508,117.62805789796403,88.81090166297508,1
280,spooky-author-identification__bb31fdd36ec64a1895c47b46ef80d6db,spooky-author-identification__d99457a9273d4dceb6d56648c6cae80c,96.52642597496742,88.81090166297508,185.3373276379425,96.52642597496742,1
281,spooky-author-identification__43df4ce1846042abac9bea1bcbc10d24,spooky-author-identification__c40ee7f98dae441ab3fa5f3e4e9d5bdf,98.84878592402674,98.74502192396903,197.59380784799578,98.84878592402674,1
282,spooky-author-identification__b8f2c0fba1024718adeeabd881025e2c,spooky-author-identification__c40ee7f98dae441ab3fa5f3e4e9d5bdf,95.22751535399584,98.74502192396903,193.97253727796488,98.74502192396903,1
283,spooky-author-identification__16d8e71ae2474e62a91d153391034d06,spooky-author-identification__aabb3e14ebe1460796493ef4003ce5da,28.93834973796038,33.193209525954444,62.13155926391482,33.193209525954444,1
284,spooky-author-identification__16d8e71ae2474e62a91d153391034d06,spooky-author-identification__865bfa6d52ad45d2a0c2e5323e4e2ab8,28.93834973796038,42.005331107997335,70.94368084595772,42.005331107997335,1
285,spooky-author-identification__865bfa6d52ad45d2a0c2e5323e4e2ab8,spooky-author-identification__aabb3e14ebe1460796493ef4003ce5da,42.005331107997335,33.193209525954444,75.19854063395178,42.005331107997335,1
286,spooky-author-identification__06876f2a656e4d499ff29b6549700af0,spooky-author-identification__79ca3145b6434380b4a220a61bb428b0,90.89890330296475,98.93633529602084,189.8352385989856,98.93633529602084,1
287,spooky-author-identification__06876f2a656e4d499ff29b6549700af0,spooky-author-identification__6bf8f0320a894785832672f3950503bd,90.89890330296475,93.91958548198454,184.8184887849493,93.91958548198454,1
288,spooky-author-identification__a36bffc0ec39457590871429df653c34,spooky-author-identification__d78f4fd3551345a6807ec3ddd87cb08d,96.21846214297693,102.49704178696265,198.7155039299396,102.49704178696265,1
289,spooky-author-identification__1451afcc8a104694963dc46a9d9c9762,spooky-author-identification__a36bffc0ec39457590871429df653c34,95.29718531598337,96.21846214297693,191.5156474589603,96.21846214297693,1
290,spooky-author-identification__6d80b2854f2846d89a846d6aa6182257,spooky-author-identification__fde3f4b7e2f54bef983051d48de5a31e,95.17556174600031,92.0267873799894,187.2023491259897,95.17556174600031,1
291,spooky-author-identification__3e0396b033f648b38fa62fed0a050715,spooky-author-identification__fde3f4b7e2f54bef983051d48de5a31e,94.98943386698375,92.0267873799894,187.01622124697315,94.98943386698375,1
292,spooky-author-identification__3e0396b033f648b38fa62fed0a050715,spooky-author-identification__6d80b2854f2846d89a846d6aa6182257,94.98943386698375,95.17556174600031,190.16499561298406,95.17556174600031,1
293,spooky-author-identification__241e6d6454b54887854f97f3ead63730,spooky-author-identification__be7869edc36947eca34b9330a5a6161c,159.40157850302057,104.00392789195757,263.40550639497815,159.40157850302057,1
294,spooky-author-identification__1ac2ec7e9c6645f98ab37ef0ef7c2471,spooky-author-identification__42514846bdac4ab192297e32154b9d1c,104.93276739498833,101.09903372998815,206.03180112497648,104.93276739498833,1
295,spooky-author-identification__1ac2ec7e9c6645f98ab37ef0ef7c2471,spooky-author-identification__8f88d7f07fbe425b9e7b537b49114d35,104.93276739498833,108.00298876798479,212.93575616297312,108.00298876798479,1
296,spooky-author-identification__42514846bdac4ab192297e32154b9d1c,spooky-author-identification__8f88d7f07fbe425b9e7b537b49114d35,101.09903372998815,108.00298876798479,209.10202249797294,108.00298876798479,1
297,spooky-author-identification__7ceee5472d554afa99f121ac333b0df1,spooky-author-identification__ff285f1950a6478a8fb1e2947f5da11f,111.99912201502593,107.24842222203733,219.24754423706327,111.99912201502593,1
298,spooky-author-identification__5c1b4304666d42d084d4d09ce9a37339,spooky-author-identification__ff285f1950a6478a8fb1e2947f5da11f,112.86561776296003,107.24842222203733,220.11403998499736,112.86561776296003,1
299,spooky-author-identification__9aedce0f726043b4a918fdb0c859c3f0,spooky-author-identification__ff262ea471ed428b8215ac204d548882,119.87245646800147,110.74884189403383,230.6212983620353,119.87245646800147,1
300,spooky-author-identification__7f9a3ae2f05b42f38b916d15c44bc8cc,spooky-author-identification__ff262ea471ed428b8215ac204d548882,117.02938139199978,110.74884189403383,227.7782232860336,117.02938139199978,1
301,spooky-author-identification__b9030c3d7cf04ceeb452b2e8df0e5495,spooky-author-identification__cd262ae69f2d4bdd95e7cf4a24fb0f7e,120.84475167299388,111.96649365103804,232.81124532403192,120.84475167299388,1
302,spooky-author-identification__addda13ce48648f58aa14218d01e2495,spooky-author-identification__cd262ae69f2d4bdd95e7cf4a24fb0f7e,119.8316019049962,111.96649365103804,231.79809555603424,119.8316019049962,1
303,spooky-author-identification__24c6b534a6664d1ebea01dab7c9cf553,spooky-author-identification__b65174ca4e784ffa8abfea5d09de3e7f,111.87597063597059,125.31993878004141,237.195909416012,125.31993878004141,1
304,spooky-author-identification__24c6b534a6664d1ebea01dab7c9cf553,spooky-author-identification__d9a45656c295454c99be839b7aa23a84,111.87597063597059,114.6826057319995,226.5585763679701,114.6826057319995,1
305,spooky-author-identification__a72761fcec704109bdefb2b94191cc6c,spooky-author-identification__fce0884bc51a4487ad9fbf643195b55b,127.04469838202931,122.74464650603477,249.78934488806408,127.04469838202931,1
306,spooky-author-identification__7b0090b25f1746d28c455c77b29760f5,spooky-author-identification__a72761fcec704109bdefb2b94191cc6c,128.02730874199187,127.04469838202931,255.07200712402118,128.02730874199187,1
307,spooky-author-identification__98c0e2b943604f6fa08e941da02afca0,spooky-author-identification__b0926995bb944f6e820e2265f73d1e0a,107.83021124498919,111.56174350099172,219.3919547459809,111.56174350099172,1
308,spooky-author-identification__62f766ce57cb4479ada066d3a579e907,spooky-author-identification__98c0e2b943604f6fa08e941da02afca0,110.44953435799107,107.83021124498919,218.27974560298026,110.44953435799107,1
309,spooky-author-identification__99f9e720cb2440c3b592e293abaf66a3,spooky-author-identification__c89a8e70e3c04338a9d4fa5bc895dbfd,106.91623510199133,113.72504949598806,220.6412845979794,113.72504949598806,1
310,spooky-author-identification__c89a8e70e3c04338a9d4fa5bc895dbfd,spooky-author-identification__dcfc460dd259422c8b077db80e5f1eff,113.72504949598806,110.56733781797811,224.29238731396617,113.72504949598806,1
311,spooky-author-identification__99f9e720cb2440c3b592e293abaf66a3,spooky-author-identification__dcfc460dd259422c8b077db80e5f1eff,106.91623510199133,110.56733781797811,217.48357291996945,110.56733781797811,1
312,spooky-author-identification__8ae11ace47b143a2bc59b80132f266c3,spooky-author-identification__c2192355511c415cbadfc6d9c9b90503,113.51662445295369,111.41908404702554,224.93570849997923,113.51662445295369,1
313,spooky-author-identification__864083b4416e4625829d6e37e359e886,spooky-author-identification__c2192355511c415cbadfc6d9c9b90503,124.36464991298271,111.41908404702554,235.78373396000825,124.36464991298271,1
314,spooky-author-identification__b4f22abb6c5b4a6ebdc6771957e249d7,spooky-author-identification__b5e9fd3772d64c37929d1dac4590491a,103.9525961499894,109.59725631400943,213.54985246399883,109.59725631400943,1
315,spooky-author-identification__63fce3fef87f4ed4b68777194e760aab,spooky-author-identification__b5e9fd3772d64c37929d1dac4590491a,121.27269653603435,109.59725631400943,230.86995285004377,121.27269653603435,1
316,spooky-author-identification__63fce3fef87f4ed4b68777194e760aab,spooky-author-identification__b4f22abb6c5b4a6ebdc6771957e249d7,121.27269653603435,103.9525961499894,225.22529268602375,121.27269653603435,1
317,spooky-author-identification__a07f97c3a8024e8a9f769dc06b686cd6,spooky-author-identification__f55128d9554f49e38d9bf3807de9d249,358.80415907799033,108.38815849501407,467.1923175730044,358.80415907799033,1
318,spooky-author-identification__a07f97c3a8024e8a9f769dc06b686cd6,spooky-author-identification__feac990c6086406dae98d5922741dc97,358.80415907799033,112.2861378529924,471.09029693098273,358.80415907799033,1
319,spooky-author-identification__240a0b3f22c54ad5876bb71dcfe442c6,spooky-author-identification__dfd822d3562247d5b62f9eaac90bd965,116.0161609229981,106.18755887803854,222.20371980103664,116.0161609229981,1
320,spooky-author-identification__240a0b3f22c54ad5876bb71dcfe442c6,spooky-author-identification__3f0c880a513f417e8516adebaa414873,116.0161609229981,114.32741457503289,230.343575498031,116.0161609229981,1
321,spooky-author-identification__3f0c880a513f417e8516adebaa414873,spooky-author-identification__dfd822d3562247d5b62f9eaac90bd965,114.32741457503289,106.18755887803854,220.51497345307143,114.32741457503289,1
322,spooky-author-identification__3487f142d5b5408e893e2e8f06cdf6e2,spooky-author-identification__c8b176ba73364abb96cdb7394f4c0e08,41.358216650027316,125.66732745000627,167.02554410003358,125.66732745000627,1
323,spooky-author-identification__3ba210e9fd68457ca35b19e71a6d1c92,spooky-author-identification__b2b2fa0e884a482ebd918287b9b58fb9,101.98048839799594,89.29525685799308,191.27574525598902,101.98048839799594,1
324,spooky-author-identification__438693a610d14df19283c44cb0cc2908,spooky-author-identification__b2b2fa0e884a482ebd918287b9b58fb9,74.44110517401714,89.29525685799308,163.73636203201022,89.29525685799308,1
325,spooky-author-identification__3802c21425404adf8c8a06b23634d25a,spooky-author-identification__8ca591eb45f34cc6b81db71e3adcc9a7,106.703177176998,115.53681451798184,222.23999169497984,115.53681451798184,1
326,spooky-author-identification__003a0dbc7489467faa4d648432315154,spooky-author-identification__8ca591eb45f34cc6b81db71e3adcc9a7,122.58490010700189,115.53681451798184,238.12171462498372,122.58490010700189,1
327,spooky-author-identification__003a0dbc7489467faa4d648432315154,spooky-author-identification__3802c21425404adf8c8a06b23634d25a,122.58490010700189,106.703177176998,229.28807728399988,122.58490010700189,1
328,spooky-author-identification__13dd893f4b3544f1bfbeff6094779bb3,spooky-author-identification__ec6ca82a57554a2ea088ea31626911c5,114.13399052299792,106.02230974298436,220.15630026598228,114.13399052299792,1
329,spooky-author-identification__13dd893f4b3544f1bfbeff6094779bb3,spooky-author-identification__9bd7c4812f5944ffb387c93ad83dee19,114.13399052299792,111.55514216504525,225.68913268804317,114.13399052299792,1
330,spooky-author-identification__9bd7c4812f5944ffb387c93ad83dee19,spooky-author-identification__ec6ca82a57554a2ea088ea31626911c5,111.55514216504525,106.02230974298436,217.57745190802962,111.55514216504525,1
331,spooky-author-identification__563137ec86d44b959ef7076f79420369,spooky-author-identification__b15c83dd58ac4e7cb8dfa5757164d28b,124.91656569897896,123.81680561503163,248.73337131401058,124.91656569897896,1
332,spooky-author-identification__65f28dd58198441db4d9d16f3b83c16f,spooky-author-identification__b15c83dd58ac4e7cb8dfa5757164d28b,121.40579211601289,123.81680561503163,245.22259773104452,123.81680561503163,1
333,spooky-author-identification__563137ec86d44b959ef7076f79420369,spooky-author-identification__65f28dd58198441db4d9d16f3b83c16f,124.91656569897896,121.40579211601289,246.32235781499185,124.91656569897896,1
334,spooky-author-identification__8319b43220cd43e9b9c35652a5f27f21,spooky-author-identification__ed9383e562e94352944444f9d42a1b1b,125.45271310996031,120.34031794202747,245.79303105198778,125.45271310996031,1
335,spooky-author-identification__8319b43220cd43e9b9c35652a5f27f21,spooky-author-identification__ae575812beda4e8f86d3a265d576ecb1,125.45271310996031,115.77236273995368,241.225075849914,125.45271310996031,1
336,spooky-author-identification__ae575812beda4e8f86d3a265d576ecb1,spooky-author-identification__ed9383e562e94352944444f9d42a1b1b,115.77236273995368,120.34031794202747,236.11268068198115,120.34031794202747,1
337,spooky-author-identification__53bf241fb5a34c758d2b9faab169d87a,spooky-author-identification__5cef69604c404e188789d4c3cad26d28,113.66639088199008,107.94876362598734,221.61515450797742,113.66639088199008,1
338,spooky-author-identification__5cef69604c404e188789d4c3cad26d28,spooky-author-identification__fffc2b16d30e4f12a2f40e8f52246698,107.94876362598734,114.23308425798314,222.18184788397048,114.23308425798314,1
339,spooky-author-identification__53bf241fb5a34c758d2b9faab169d87a,spooky-author-identification__fffc2b16d30e4f12a2f40e8f52246698,113.66639088199008,114.23308425798314,227.89947513997322,114.23308425798314,1
340,spooky-author-identification__3c098129261f496f8af138685e7b6aba,spooky-author-identification__97d6015424b24ac6bf80a94944838625,118.87632589705754,113.11673243000405,231.9930583270616,118.87632589705754,1
341,spooky-author-identification__5a21cc5c6b1447e19d2e0a22e2a663b2,spooky-author-identification__97d6015424b24ac6bf80a94944838625,119.76560723403236,113.11673243000405,232.8823396640364,119.76560723403236,1
342,spooky-author-identification__3c098129261f496f8af138685e7b6aba,spooky-author-identification__5a21cc5c6b1447e19d2e0a22e2a663b2,118.87632589705754,119.76560723403236,238.6419331310899,119.76560723403236,1
343,spooky-author-identification__64301da97e584058ab9eb33d91f5dd01,spooky-author-identification__b90e650274ab43d98bd21db9a7c0a998,104.47900774801383,103.89306893700268,208.3720766850165,104.47900774801383,1
344,spooky-author-identification__8e268013d8a649cfb26427c45d508d03,spooky-author-identification__c089d100ac384b84b80fc0a17f47f524,181.90575275401352,153.6910590149928,335.5968117690063,181.90575275401352,1
345,spooky-author-identification__4a45a9abb6434bd78ea7fb43035b8d11,spooky-author-identification__f26241ecf3354e65879100b3f06205b8,321.5881391200237,292.53215044300305,614.1202895630267,321.5881391200237,1
346,spooky-author-identification__4a45a9abb6434bd78ea7fb43035b8d11,spooky-author-identification__9ebd008f131b4eb69972d5c1deb946ae,321.5881391200237,871.0509921279736,1192.6391312479973,871.0509921279736,1
347,spooky-author-identification__9ebd008f131b4eb69972d5c1deb946ae,spooky-author-identification__f26241ecf3354e65879100b3f06205b8,871.0509921279736,292.53215044300305,1163.5831425709766,871.0509921279736,1
348,spooky-author-identification__740fca91f68545728f8eef19e0195a07,spooky-author-identification__b90413d5abc4467bbd7082e80dbba4ee,114.56646415399155,114.89534664701205,229.4618108010036,114.89534664701205,1
349,spooky-author-identification__14488733d622487fbe969522ac77dfd9,spooky-author-identification__b90413d5abc4467bbd7082e80dbba4ee,103.86387668200769,114.89534664701205,218.75922332901973,114.89534664701205,1
350,spooky-author-identification__14488733d622487fbe969522ac77dfd9,spooky-author-identification__740fca91f68545728f8eef19e0195a07,103.86387668200769,114.56646415399155,218.43034083599923,114.56646415399155,1
351,spooky-author-identification__4338e5d9b59d4344ab4deb88ea49abcb,spooky-author-identification__9d6179c4f8f344a793cc9d110820c26c,148.3116329620243,276.7927866470418,425.1044196090661,276.7927866470418,1
352,spooky-author-identification__4338e5d9b59d4344ab4deb88ea49abcb,spooky-author-identification__88d8177bbd9246d28e97f03b45583f77,148.3116329620243,233.64365636801813,381.95528933004243,233.64365636801813,1
353,spooky-author-identification__88d8177bbd9246d28e97f03b45583f77,spooky-author-identification__9d6179c4f8f344a793cc9d110820c26c,233.64365636801813,276.7927866470418,510.4364430150599,276.7927866470418,1
354,spooky-author-identification__d033a4ef48ad4c5386a160cb66fd5af7,spooky-author-identification__f6bd75fe674348208aa9db9f702483da,106.48401509801624,103.70525065099355,210.1892657490098,106.48401509801624,1
355,spooky-author-identification__42105e8e65c24f72aec4921bca118b6c,spooky-author-identification__680b241950f5420ca4a91d97f0001fa2,271.55637180199847,111.0341460450436,382.59051784704207,271.55637180199847,1
356,spooky-author-identification__252cd3ca8b7a44d3ad0ae87ed0e3386c,spooky-author-identification__ca29bff6950f486fb9668fbe7445d92f,191.47969953197753,110.85406283900375,302.3337623709813,191.47969953197753,1
357,spooky-author-identification__252cd3ca8b7a44d3ad0ae87ed0e3386c,spooky-author-identification__44b211de86594029838dddb4fdca368c,191.47969953197753,327.7737321679597,519.2534316999372,327.7737321679597,1
358,spooky-author-identification__4b2b3af671514380895ff7efc731bb91,spooky-author-identification__55f70a7539ca47079ad2fc7ce45facda,124.38651628996013,196.40286578703672,320.78938207699684,196.40286578703672,1
359,spooky-author-identification__55f70a7539ca47079ad2fc7ce45facda,spooky-author-identification__e798b6f1ee9246b0a219c2998d4a7c58,196.40286578703672,160.53263870696537,356.9355044940021,196.40286578703672,1
360,spooky-author-identification__4b2b3af671514380895ff7efc731bb91,spooky-author-identification__e798b6f1ee9246b0a219c2998d4a7c58,124.38651628996013,160.53263870696537,284.9191549969255,160.53263870696537,1
361,spooky-author-identification__62f0acaf42424d268a2208d051ddabc3,spooky-author-identification__922f2cabea8d43d6b6fce1ed52266388,120.59589816798689,183.68079327902524,304.2766914470121,183.68079327902524,1
362,spooky-author-identification__62f0acaf42424d268a2208d051ddabc3,spooky-author-identification__fe94b3f2fffb48a7819f4d7d1bee128d,120.59589816798689,220.13349623896647,340.72939440695336,220.13349623896647,1
363,spooky-author-identification__922f2cabea8d43d6b6fce1ed52266388,spooky-author-identification__fe94b3f2fffb48a7819f4d7d1bee128d,183.68079327902524,220.13349623896647,403.8142895179917,220.13349623896647,1
364,spooky-author-identification__a2b2770ad0b749c8830b3c4f6a5f8951,spooky-author-identification__edaff613588344118d12d8f7b2444385,385.94878781598527,192.90192083100555,578.8507086469908,385.94878781598527,1
365,spooky-author-identification__7418623d2a4b48378915f6ad20e004f1,spooky-author-identification__edaff613588344118d12d8f7b2444385,297.8529779200326,192.90192083100555,490.7548987510381,297.8529779200326,1
366,spooky-author-identification__7418623d2a4b48378915f6ad20e004f1,spooky-author-identification__a2b2770ad0b749c8830b3c4f6a5f8951,297.8529779200326,385.94878781598527,683.8017657360178,385.94878781598527,1
367,spooky-author-identification__b077c2d141a3450385a9669de71d805a,spooky-author-identification__da414fe4832442408cbe073b10bddb31,482.0503150659497,208.9511530669988,691.0014681329485,482.0503150659497,1
368,spooky-author-identification__09dd3d73590e4872bed5a84dc599cd86,spooky-author-identification__b077c2d141a3450385a9669de71d805a,499.88540279801236,482.0503150659497,981.935717863962,499.88540279801236,1
369,spooky-author-identification__6ef8abb40f524635a19423acd4e71878,spooky-author-identification__7d920bae7a2640d882e584539511a73e,199.81182973401155,451.2274471499841,651.0392768839956,451.2274471499841,1
370,spooky-author-identification__6ef8abb40f524635a19423acd4e71878,spooky-author-identification__dd148b0e2b8d40a1be39e12ab91f08e9,199.81182973401155,171.10340238100616,370.9152321150177,199.81182973401155,1
371,spooky-author-identification__7d920bae7a2640d882e584539511a73e,spooky-author-identification__dd148b0e2b8d40a1be39e12ab91f08e9,451.2274471499841,171.10340238100616,622.3308495309902,451.2274471499841,1
372,spooky-author-identification__85ceee78270f4f0f9969689af5460bbe,spooky-author-identification__bd5695717741488d923bb22becda1d7d,239.77051373996073,1142.4526902560028,1382.2232039959636,1142.4526902560028,1
373,spooky-author-identification__47d7eb7d4e6c4763beafc4af68bb7e14,spooky-author-identification__bd5695717741488d923bb22becda1d7d,730.9309630659991,1142.4526902560028,1873.383653322002,1142.4526902560028,1
374,spooky-author-identification__47d7eb7d4e6c4763beafc4af68bb7e14,spooky-author-identification__85ceee78270f4f0f9969689af5460bbe,730.9309630659991,239.77051373996073,970.7014768059598,730.9309630659991,1
375,spooky-author-identification__266580a93ceb422dabaa0b96caa89ed3,spooky-author-identification__5202bd0dd0104368ae06bc715d49485c,217.8745855029556,419.94399765098933,637.8185831539449,419.94399765098933,1
376,spooky-author-identification__266580a93ceb422dabaa0b96caa89ed3,spooky-author-identification__e9cbe35c11e94487a1d39de94b1472b5,217.8745855029556,420.4094069970306,638.2839924999862,420.4094069970306,1
377,spooky-author-identification__5202bd0dd0104368ae06bc715d49485c,spooky-author-identification__e9cbe35c11e94487a1d39de94b1472b5,419.94399765098933,420.4094069970306,840.3534046480199,420.4094069970306,1
378,spooky-author-identification__037f2efeed9d4d20bfbd8b2d614b3e8d,spooky-author-identification__d0a359a2d3cb4a478ecb88767d0c2bbb,239.29372512700502,190.77248241502093,430.06620754202595,239.29372512700502,1
379,spooky-author-identification__6eeffa5c008841918abd028a6026bc2f,spooky-author-identification__d0a359a2d3cb4a478ecb88767d0c2bbb,219.93276994896587,190.77248241502093,410.7052523639868,219.93276994896587,1
380,spooky-author-identification__bb645cb8ba224b989d2a69758dc031f8,spooky-author-identification__cff9e0e977d443e882aba9797314e94d,121.6988700889633,199.60797121503856,321.30684130400186,199.60797121503856,1
381,spooky-author-identification__8797ab93815f428892ca92f0e599318e,spooky-author-identification__cff9e0e977d443e882aba9797314e94d,1071.1264816210023,199.60797121503856,1270.7344528360409,1071.1264816210023,1
382,spooky-author-identification__8797ab93815f428892ca92f0e599318e,spooky-author-identification__bb645cb8ba224b989d2a69758dc031f8,1071.1264816210023,121.6988700889633,1192.8253517099656,1071.1264816210023,1
383,spooky-author-identification__10c118a4c8a940558914364a4d3fd81b,spooky-author-identification__d897ae6e87f94bb8a53530de58bed97f,134.7803757279762,235.2356591669959,370.0160348949721,235.2356591669959,1
384,spooky-author-identification__cd7fbddc21bb495ba8582304d3cc4284,spooky-author-identification__d897ae6e87f94bb8a53530de58bed97f,110.86061484296806,235.2356591669959,346.09627400996396,235.2356591669959,1
385,spooky-author-identification__10c118a4c8a940558914364a4d3fd81b,spooky-author-identification__cd7fbddc21bb495ba8582304d3cc4284,134.7803757279762,110.86061484296806,245.64099057094427,134.7803757279762,1
386,spooky-author-identification__78eb04f594bc4eadabf688977525cabb,spooky-author-identification__7ffc5eaa512144ddb590fe95e004fbd3,310.3320536710089,614.4561875179643,924.7882411889732,614.4561875179643,1
387,spooky-author-identification__5c340dac994944ab9c6098675b5f9420,spooky-author-identification__78eb04f594bc4eadabf688977525cabb,146.61501859896816,310.3320536710089,456.94707226997707,310.3320536710089,1
388,spooky-author-identification__5c340dac994944ab9c6098675b5f9420,spooky-author-identification__7ffc5eaa512144ddb590fe95e004fbd3,146.61501859896816,614.4561875179643,761.0712061169324,614.4561875179643,1
389,spooky-author-identification__03bd0751934e4fab93b760db0eb9ee7b,spooky-author-identification__56793d53decc4b7ab9cc5a9c5b21648d,211.2225867320085,115.70729817601386,326.92988490802236,211.2225867320085,1
390,spooky-author-identification__03bd0751934e4fab93b760db0eb9ee7b,spooky-author-identification__6256bc8a363e4c3a84f2d34b08b418c3,211.2225867320085,172.0442122759996,383.2667990080081,211.2225867320085,1
391,spooky-author-identification__56793d53decc4b7ab9cc5a9c5b21648d,spooky-author-identification__6256bc8a363e4c3a84f2d34b08b418c3,115.70729817601386,172.0442122759996,287.75151045201346,172.0442122759996,1
392,spooky-author-identification__38203c0672d24dad9a4544c40af43cd5,spooky-author-identification__601e5cd594d24e8b96514a60cd36f029,182.71213748399168,133.7635850450024,316.4757225289941,182.71213748399168,1
393,spooky-author-identification__32ef6ed1161745edb76a6ef912dc6a8f,spooky-author-identification__601e5cd594d24e8b96514a60cd36f029,796.2422866420238,133.7635850450024,930.0058716870262,796.2422866420238,1
394,spooky-author-identification__32ef6ed1161745edb76a6ef912dc6a8f,spooky-author-identification__38203c0672d24dad9a4544c40af43cd5,796.2422866420238,182.71213748399168,978.9544241260155,796.2422866420238,1
395,spooky-author-identification__7960e55a644e435bac72fea4eb2c790e,spooky-author-identification__e3c7ecbd3d0d4b81bfc6360fa44c95a6,169.0926711760112,141.38862615800463,310.48129733401584,169.0926711760112,1
396,spooky-author-identification__3bbaadcfb14e4cd3b4a17e725eb59108,spooky-author-identification__4235034b3d9e45b28900b1b6b4eb6551,185.19230834400514,243.03372169204522,428.22603003605036,243.03372169204522,1
397,spooky-author-identification__2ff05487c7d9441c9673998c0ebaa386,spooky-author-identification__4235034b3d9e45b28900b1b6b4eb6551,960.2164836690063,243.03372169204522,1203.2502053610515,960.2164836690063,1
398,spooky-author-identification__2ff05487c7d9441c9673998c0ebaa386,spooky-author-identification__3bbaadcfb14e4cd3b4a17e725eb59108,960.2164836690063,185.19230834400514,1145.4087920130114,960.2164836690063,1
399,spooky-author-identification__6ac1b50485a644b3b0a91ea4e6f5a738,spooky-author-identification__a381905941e34e70bd24d869d17a3200,574.571230128,342.76261024497217,917.3338403729722,574.571230128,1
400,spooky-author-identification__347b511d7f7648779b1059dba9bff6a9,spooky-author-identification__a381905941e34e70bd24d869d17a3200,332.84784078696975,342.76261024497217,675.6104510319419,342.76261024497217,1
401,spooky-author-identification__347b511d7f7648779b1059dba9bff6a9,spooky-author-identification__6ac1b50485a644b3b0a91ea4e6f5a738,332.84784078696975,574.571230128,907.4190709149698,574.571230128,1
402,spooky-author-identification__07bcf315cdb34f62ab34bd0c6f1961bc,spooky-author-identification__317f53968cfc48e983650fffcd9f9aab,144.10849321598653,269.46301996096736,413.5715131769539,269.46301996096736,1
403,spooky-author-identification__07bcf315cdb34f62ab34bd0c6f1961bc,spooky-author-identification__09826800ddd1476fb37d2574a8d4f502,144.10849321598653,295.508044762013,439.61653797799954,295.508044762013,1
404,spooky-author-identification__09826800ddd1476fb37d2574a8d4f502,spooky-author-identification__317f53968cfc48e983650fffcd9f9aab,295.508044762013,269.46301996096736,564.9710647229804,295.508044762013,1
405,spooky-author-identification__82cdd95a58184877b782145ced013d84,spooky-author-identification__8fd82d7f940a4c2c946f87a733c7bc0f,104.89208320999751,138.68518142896937,243.57726463896688,138.68518142896937,1
406,spooky-author-identification__26e27e07463844689df44a2e486dcce8,spooky-author-identification__82cdd95a58184877b782145ced013d84,139.1814577629557,104.89208320999751,244.0735409729532,139.1814577629557,1
407,spooky-author-identification__17d48969018c415ab13d8954d6b10d50,spooky-author-identification__516c609fa3114e03bff5fc13dc76a6d6,201.59191640105564,389.44682487891987,591.0387412799755,389.44682487891987,1
408,spooky-author-identification__17d48969018c415ab13d8954d6b10d50,spooky-author-identification__e2b5a20f3fd84058ab34f3aa79b099bb,201.59191640105564,219.09803900599945,420.6899554070551,219.09803900599945,1
409,spooky-author-identification__18b5ee4cdd9f40fe8a3049f7fd5fc1b1,spooky-author-identification__63c1baf8d3de4a68bf28b9e79e75b5c9,90.66132937499788,187.7773744650185,278.4387038400164,187.7773744650185,1
