parent,run_id,task,stratum,policy,n_children,n_winners,n_artifact_scored,n_artifact_exists,kept_n,pruned_n,kept_ids,pruned_ids,any_winner_survival,winner_fraction_survival,structured_random_any_winner,structured_random_winner_fraction,kept_fraction,full_runtime_s,probe_wall_s,pruned_full_runtime_s,avoidable_tail_s,restart_cost_ratio,ideal_resume_cost_ratio
google-quest-challenge__9c121e84fa5a451e87b48f608b215dd4,cards_senior_0731.jsonl:8,google-quest-challenge,hard,censor_aware,2,1,0,0,2,0,google-quest-challenge__0f314d3d03ab4226be148679544edf63|google-quest-challenge__43f44abea2d04a8e993bbcf60a6646d7,,1.0,1.0,1.0,1.0,1.0,9685.27632703996,240.3,0,0,1.0248108563850795,1.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,full_continue,2,1,0,0,2,0,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,,1.0,1.0,,,1.0,12778.345358970982,240.4,0,0,1.0188130773779116,1.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,observed_only,2,1,0,0,2,0,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,,1.0,1.0,,,1.0,12778.345358970982,240.4,0,0,1.0188130773779116,1.0
google-quest-challenge__9f74747856c543728a41fbad7c6faf26,cards_senior_0731.jsonl:8,google-quest-challenge,hard,censor_aware,2,1,0,0,2,0,google-quest-challenge__5e9ca53a965341de95e27ea6a40732c6|google-quest-challenge__d47652578a9f4b8e896dcf77a27f1573,,1.0,1.0,1.0,1.0,1.0,12778.345358970982,240.4,0,0,1.0188130773779116,1.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,full_continue,2,1,0,0,2,0,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,,1.0,1.0,,,1.0,12051.353250257991,240.3,0,0,1.019939669430473,1.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,observed_only,2,1,0,0,2,0,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,,1.0,1.0,,,1.0,12051.353250257991,240.3,0,0,1.019939669430473,1.0
google-quest-challenge__af65cdfcccea47739bbbd7014fb7f5d6,cards_senior_0731.jsonl:8,google-quest-challenge,hard,censor_aware,2,1,0,0,2,0,google-quest-challenge__3d3145e426b04dc1a112c0832c002be2|google-quest-challenge__9f74747856c543728a41fbad7c6faf26,,1.0,1.0,1.0,1.0,1.0,12051.353250257991,240.3,0,0,1.019939669430473,1.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,full_continue,2,1,0,0,2,0,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,,1.0,1.0,,,1.0,3921.0252232720377,172.7,0,0,1.0440446031754633,1.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,observed_only,2,1,0,0,2,0,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,,1.0,1.0,,,1.0,3921.0252232720377,172.7,0,0,1.0440446031754633,1.0
kuzushiji-recognition__121ed223cdb04e059635cad9a797bd87,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,censor_aware,2,1,0,0,2,0,kuzushiji-recognition__181e0d660b9d488cbc03cfdf2e2dee1c|kuzushiji-recognition__d986962a7a4d47e0ad49cda82797dbe8,,1.0,1.0,1.0,1.0,1.0,3921.0252232720377,172.7,0,0,1.0440446031754633,1.0
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,full_continue,2,1,0,0,2,0,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,,1.0,1.0,,,1.0,4745.1295155209955,240.4,0,0,1.050662473851065,1.0
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,observed_only,2,1,0,0,2,0,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,,1.0,1.0,,,1.0,4745.1295155209955,240.4,0,0,1.050662473851065,1.0
kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427,cards_senior_0804.jsonl:10,kuzushiji-recognition,hard,censor_aware,2,1,0,0,2,0,kuzushiji-recognition__73e99f460e924a9e88321f1949932b3b|kuzushiji-recognition__9524d52febcd4295ad84c4af399e1324,,1.0,1.0,1.0,1.0,1.0,4745.1295155209955,240.4,0,0,1.050662473851065,1.0
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,full_continue,2,1,0,0,2,0,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,,1.0,1.0,,,1.0,3844.2719122660346,240.4,0,0,1.0625345983547492,1.0
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,observed_only,2,1,0,0,2,0,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,,1.0,1.0,,,1.0,3844.2719122660346,240.4,0,0,1.0625345983547492,1.0
kuzushiji-recognition__ad92a6e36fda4465b4ac7e307e5a71cb,cards_senior_0806.jsonl:13,kuzushiji-recognition,easy,censor_aware,2,1,0,0,2,0,kuzushiji-recognition__182f4cda0713445da9215b141532d19c|kuzushiji-recognition__2f8ad4b6f65e4c7b8d9da78aec6a8d9a,,1.0,1.0,1.0,1.0,1.0,3844.2719122660346,240.4,0,0,1.0625345983547492,1.0
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,full_continue,2,1,0,0,2,0,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,,1.0,1.0,,,1.0,2680.9472773440066,240.4,0,0,1.0896697976985816,1.0
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,observed_only,2,1,0,0,2,0,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,,1.0,1.0,,,1.0,2680.9472773440066,240.4,0,0,1.0896697976985816,1.0
kuzushiji-recognition__eeaa6bfc07634ea58702ac333e168a6a,cards_senior_0804.jsonl:10,kuzushiji-recognition,easy,censor_aware,2,1,0,0,2,0,kuzushiji-recognition__4dd7be980ff84ddba2cf9058c2885427|kuzushiji-recognition__d6f23b0dbc6b4334a0ff06e695764651,,1.0,1.0,1.0,1.0,1.0,2680.9472773440066,240.4,0,0,1.0896697976985816,1.0
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,full_continue,3,1,3,3,3,0,leaf-classification__057eea44bbc44c398d28cb637cf4dc58|leaf-classification__73e11f5203254134a921f4cb4cf0f43f|leaf-classification__d7f05a7d1c444f3b83fc5cb5e0070510,,1.0,1.0,,,1.0,176.68188110366464,107.4,0,0,1.607872178681328,1.0
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,observed_only,3,1,3,3,1,2,leaf-classification__73e11f5203254134a921f4cb4cf0f43f,leaf-classification__057eea44bbc44c398d28cb637cf4dc58|leaf-classification__d7f05a7d1c444f3b83fc5cb5e0070510,1.0,1.0,,,0.3333333333333333,176.68188110366464,107.4,85.41747966688126,31.917479666881263,1.1244186455102372,0.819350578183202
leaf-classification__239c7e7b1c754e3c964e2a79deca5005,cards_senior_0808.jsonl:34,leaf-classification,hard,censor_aware,3,1,3,3,1,2,leaf-classification__73e11f5203254134a921f4cb4cf0f43f,leaf-classification__057eea44bbc44c398d28cb637cf4dc58|leaf-classification__d7f05a7d1c444f3b83fc5cb5e0070510,1.0,1.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,176.68188110366464,107.4,85.41747966688126,31.917479666881263,1.1244186455102372,0.819350578183202
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,full_continue,3,2,3,3,3,0,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f|leaf-classification__6a0fb84e84c54521889bbf92076512f0,,1.0,1.0,,,1.0,168.19164774939418,106.60000000000001,0,0,1.6338007946674866,1.0
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,observed_only,3,2,3,3,2,1,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f,leaf-classification__6a0fb84e84c54521889bbf92076512f0,1.0,1.0,,,0.6666666666666666,168.19164774939418,106.60000000000001,29.64043547026813,3.940435470268131,1.4575706675066396,0.9765717529794381
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,censor_aware,3,2,3,3,2,1,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f,leaf-classification__6a0fb84e84c54521889bbf92076512f0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,168.19164774939418,106.60000000000001,29.64043547026813,3.940435470268131,1.4575706675066396,0.9765717529794381
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,full_continue,2,1,2,2,2,0,leaf-classification__991d5e2597c6435aa1d658f2f46639f1|leaf-classification__ee501d742baa4e5eb3737e1746896c43,,1.0,1.0,,,1.0,192.05969121307135,160.9,0,0,1.8377603805553204,1.0
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,observed_only,2,1,2,2,1,1,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,leaf-classification__ee501d742baa4e5eb3737e1746896c43,1.0,1.0,,,0.5,192.05969121307135,160.9,83.97283122781664,14.072831227816636,1.4005378134594635,0.9267267840590027
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,censor_aware,2,1,2,2,1,1,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,leaf-classification__ee501d742baa4e5eb3737e1746896c43,1.0,1.0,0.5,0.5,0.5,192.05969121307135,160.9,83.97283122781664,14.072831227816636,1.4005378134594635,0.9267267840590027
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,full_continue,2,1,2,2,2,0,leaf-classification__494524617b54420f82384eeeca1bb3f8|leaf-classification__eed56a4de8c846d199c496cea22662c6,,1.0,1.0,,,1.0,50.29974092915654,44.3,0,0,1.8807202419271556,1.0
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,observed_only,2,1,2,2,1,1,leaf-classification__494524617b54420f82384eeeca1bb3f8,leaf-classification__eed56a4de8c846d199c496cea22662c6,1.0,1.0,,,0.5,50.29974092915654,44.3,19.067045900970697,0.967045900970696,1.50165177062379,0.9807743363463302
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,censor_aware,2,1,2,2,1,1,leaf-classification__494524617b54420f82384eeeca1bb3f8,leaf-classification__eed56a4de8c846d199c496cea22662c6,1.0,1.0,0.5,0.5,0.5,50.29974092915654,44.3,19.067045900970697,0.967045900970696,1.50165177062379,0.9807743363463302
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,full_continue,3,1,3,3,3,0,leaf-classification__60b488f9620146388be7609e453aee44|leaf-classification__b98b686b95184ee98e13a7e8b7ed4368|leaf-classification__dd2c3d9b946e4ada942d99bcabfe7d98,,1.0,1.0,,,1.0,320.5955135989934,148.7,0,0,1.4638243321957294,1.0
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,observed_only,3,1,3,3,1,2,leaf-classification__60b488f9620146388be7609e453aee44,leaf-classification__b98b686b95184ee98e13a7e8b7ed4368|leaf-classification__dd2c3d9b946e4ada942d99bcabfe7d98,1.0,1.0,,,0.3333333333333333,320.5955135989934,148.7,194.92828295286745,113.32828295286744,0.8558049598576397,0.6465069592501519
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,censor_aware,3,1,3,3,1,2,leaf-classification__60b488f9620146388be7609e453aee44,leaf-classification__b98b686b95184ee98e13a7e8b7ed4368|leaf-classification__dd2c3d9b946e4ada942d99bcabfe7d98,1.0,1.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,320.5955135989934,148.7,194.92828295286745,113.32828295286744,0.8558049598576397,0.6465069592501519
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,full_continue,2,1,1,1,2,0,leaf-classification__04ab1a90eab841ddb77c99d84c5e1463|leaf-classification__8d613d315033481d990dc9c0af53620a,,1.0,1.0,,,1.0,1580.8765425961465,134.0,0,0,1.0847631022343736,1.0
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,observed_only,2,1,1,1,1,1,leaf-classification__8d613d315033481d990dc9c0af53620a,leaf-classification__04ab1a90eab841ddb77c99d84c5e1463,1.0,1.0,,,0.5,1580.8765425961465,134.0,1565.617034861818,1445.617034861818,0.09441566353385927,0.08555981703176055
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,censor_aware,2,1,1,1,2,0,leaf-classification__04ab1a90eab841ddb77c99d84c5e1463|leaf-classification__8d613d315033481d990dc9c0af53620a,,1.0,1.0,1.0,1.0,1.0,1580.8765425961465,134.0,0,0,1.0847631022343736,1.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,full_continue,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__70e2d9903c9a4c9cbeb84d1deb7775c2|learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,,1.0,1.0,,,1.0,5880.804950714111,61.7,0,0,1.010491760994812,1.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,observed_only,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__70e2d9903c9a4c9cbeb84d1deb7775c2|learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,,1.0,1.0,,,1.0,5880.804950714111,61.7,0,0,1.010491760994812,1.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,censor_aware,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__70e2d9903c9a4c9cbeb84d1deb7775c2|learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,,1.0,1.0,1.0,1.0,1.0,5880.804950714111,61.7,0,0,1.010491760994812,1.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,full_continue,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657|learning-agency-lab-automated-essay-scoring-2__ba54479d2a1e448e80aa38d85d4d6470,,1.0,1.0,,,1.0,2207.980604171753,240.2,0,0,1.108787187507973,1.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,observed_only,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657|learning-agency-lab-automated-essay-scoring-2__ba54479d2a1e448e80aa38d85d4d6470,,1.0,1.0,,,1.0,2207.980604171753,240.2,0,0,1.108787187507973,1.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,censor_aware,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657|learning-agency-lab-automated-essay-scoring-2__ba54479d2a1e448e80aa38d85d4d6470,,1.0,1.0,1.0,1.0,1.0,2207.980604171753,240.2,0,0,1.108787187507973,1.0
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,full_continue,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7|learning-agency-lab-automated-essay-scoring-2__6e8d2b60f702410b9ce09b32bd3a5b2d,,1.0,1.0,,,1.0,5939.8168885707855,137.4,0,0,1.0231320262185828,1.0
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,observed_only,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7|learning-agency-lab-automated-essay-scoring-2__6e8d2b60f702410b9ce09b32bd3a5b2d,,1.0,1.0,,,1.0,5939.8168885707855,137.4,0,0,1.0231320262185828,1.0
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,censor_aware,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7|learning-agency-lab-automated-essay-scoring-2__6e8d2b60f702410b9ce09b32bd3a5b2d,,1.0,1.0,1.0,1.0,1.0,5939.8168885707855,137.4,0,0,1.0231320262185828,1.0
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,full_continue,3,1,2,2,3,0,learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d|learning-agency-lab-automated-essay-scoring-2__5ea8aa0cafac46408fa42d1c3e30d058|learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,,1.0,1.0,,,1.0,5250.388808488846,168.3,0,0,1.0320547689207116,1.0
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,observed_only,3,1,2,2,1,2,learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d|learning-agency-lab-automated-essay-scoring-2__5ea8aa0cafac46408fa42d1c3e30d058,1.0,1.0,,,0.3333333333333333,5250.388808488846,168.3,3667.4986913204193,3589.4986913204193,0.33353532110557155,0.31633659482190996
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,censor_aware,3,1,2,2,2,1,learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d|learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,learning-agency-lab-automated-essay-scoring-2__5ea8aa0cafac46408fa42d1c3e30d058,1.0,1.0,0.5,0.5,0.6666666666666666,5250.388808488846,168.3,1800.0001020431519,1754.0001020431519,0.6892229963226697,0.6659294833161158
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,full_continue,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375|learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,,1.0,1.0,,,1.0,2061.1014482975006,146.0,0,0,1.0708359116047383,1.0
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,observed_only,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375|learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,,1.0,1.0,,,1.0,2061.1014482975006,146.0,0,0,1.0708359116047383,1.0
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,censor_aware,2,1,0,0,2,0,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375|learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,,1.0,1.0,1.0,1.0,1.0,2061.1014482975006,146.0,0,0,1.0708359116047383,1.0
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,full_continue,2,1,2,2,2,0,learning-agency-lab-automated-essay-scoring-2__50c87d8406ad4f17aa7b023c05d6a44c|learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,,1.0,1.0,,,1.0,6523.93625330925,204.0,0,0,1.0312694655617645,1.0
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,observed_only,2,1,2,2,1,1,learning-agency-lab-automated-essay-scoring-2__50c87d8406ad4f17aa7b023c05d6a44c,learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,0.0,0.0,,,0.5,6523.93625330925,204.0,3500.6769258975983,3380.4769258975984,0.4946797764577532,0.4818347705064009
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,censor_aware,2,1,2,2,1,1,learning-agency-lab-automated-essay-scoring-2__50c87d8406ad4f17aa7b023c05d6a44c,learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,0.0,0.0,0.5,0.5,0.5,6523.93625330925,204.0,3500.6769258975983,3380.4769258975984,0.4946797764577532,0.4818347705064009
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,full_continue,5,1,2,2,5,0,mlsp-2013-birds__2d983a9212234554a59cec88a93e6e0b|mlsp-2013-birds__908d280fda604c43bb7a5e87420e46c3|mlsp-2013-birds__9ccfc1b22cde40db8fc67b8081d0293b|mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2|mlsp-2013-birds__ed8784a6a4c44472a644dcb7a4360f3b,,1.0,1.0,,,1.0,2852.5744729042053,514.6,0,0,1.180398445294957,1.0
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,observed_only,5,1,2,2,1,4,mlsp-2013-birds__2d983a9212234554a59cec88a93e6e0b,mlsp-2013-birds__908d280fda604c43bb7a5e87420e46c3|mlsp-2013-birds__9ccfc1b22cde40db8fc67b8081d0293b|mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2|mlsp-2013-birds__ed8784a6a4c44472a644dcb7a4360f3b,0.0,0.0,,,0.2,2852.5744729042053,514.6,2453.380950450897,2010.4809504508971,0.32033993542786465,0.29520474590658907
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,censor_aware,5,1,2,2,4,1,mlsp-2013-birds__2d983a9212234554a59cec88a93e6e0b|mlsp-2013-birds__908d280fda604c43bb7a5e87420e46c3|mlsp-2013-birds__9ccfc1b22cde40db8fc67b8081d0293b|mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2,mlsp-2013-birds__ed8784a6a4c44472a644dcb7a4360f3b,1.0,1.0,1.0,1.0,0.8,2852.5744729042053,514.6,572.2537176609039,489.75371766090393,0.9797888825660679,0.8283116804441267
mlsp-2013-birds__35246c86f5b347e18d24e0558af31250,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,full_continue,2,1,2,2,2,0,mlsp-2013-birds__14b366b28c65451f963287bb1c29baaf|mlsp-2013-birds__71bf705af9984d7b8bf7216cee3e9106,,1.0,1.0,,,1.0,338.68961238861084,192.1,0,0,1.5671859808312791,1.0
mlsp-2013-birds__35246c86f5b347e18d24e0558af31250,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,observed_only,2,1,2,2,1,1,mlsp-2013-birds__71bf705af9984d7b8bf7216cee3e9106,mlsp-2013-birds__14b366b28c65451f963287bb1c29baaf,0.0,0.0,,,0.5,338.68961238861084,192.1,160.48620510101318,62.486205101013184,1.0933414954064589,0.8155059889190909
mlsp-2013-birds__35246c86f5b347e18d24e0558af31250,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,censor_aware,2,1,2,2,1,1,mlsp-2013-birds__71bf705af9984d7b8bf7216cee3e9106,mlsp-2013-birds__14b366b28c65451f963287bb1c29baaf,0.0,0.0,0.5,0.5,0.5,338.68961238861084,192.1,160.48620510101318,62.486205101013184,1.0933414954064589,0.8155059889190909
mlsp-2013-birds__5c488535319e494c9944773f9016d969,cards_senior_0726.jsonl:10,mlsp-2013-birds,easy,full_continue,2,1,2,2,2,0,mlsp-2013-birds__ea104eef9b0c40dbbe70f756d236f0da|mlsp-2013-birds__f570cce01e6f4fc591ead51fb7dea6ae,,1.0,1.0,,,1.0,45.32421028614044,54.3,0,0,2.198035214672107,1.0
mlsp-2013-birds__5c488535319e494c9944773f9016d969,cards_senior_0726.jsonl:10,mlsp-2013-birds,easy,observed_only,2,1,2,2,1,1,mlsp-2013-birds__f570cce01e6f4fc591ead51fb7dea6ae,mlsp-2013-birds__ea104eef9b0c40dbbe70f756d236f0da,1.0,1.0,,,0.5,45.32421028614044,54.3,9.522501789033413,0.0,1.9879377473601336,1.0
