parent,run_id,task,stratum,policy,n_children,n_winners,n_artifact_scored,n_artifact_exists,kept_n,pruned_n,kept_ids,pruned_ids,any_winner_survival,winner_fraction_survival,structured_random_any_winner,structured_random_winner_fraction,kept_fraction,full_runtime_s,probe_wall_s,pruned_full_runtime_s,avoidable_tail_s,restart_cost_ratio,ideal_resume_cost_ratio
mlsp-2013-birds__5c488535319e494c9944773f9016d969,cards_senior_0726.jsonl:10,mlsp-2013-birds,easy,censor_aware,2,1,2,2,1,1,mlsp-2013-birds__f570cce01e6f4fc591ead51fb7dea6ae,mlsp-2013-birds__ea104eef9b0c40dbbe70f756d236f0da,1.0,1.0,0.5,0.5,0.5,45.32421028614044,54.3,9.522501789033413,0.0,1.9879377473601336,1.0
mlsp-2013-birds__90f132b316fa4cf98cf1e5efee710b89,cards_senior_0728.jsonl:18,mlsp-2013-birds,easy,full_continue,3,1,0,0,3,0,mlsp-2013-birds__83676ff46373471d9a13d595e5dfabd9|mlsp-2013-birds__88f03e044884470daa459768f08242d1|mlsp-2013-birds__d8afa823f0a64069bb2ff77d64afd36d,,1.0,1.0,,,1.0,2627.1813948079944,360.4,0,0,1.1371812394500989,1.0
mlsp-2013-birds__90f132b316fa4cf98cf1e5efee710b89,cards_senior_0728.jsonl:18,mlsp-2013-birds,easy,observed_only,3,1,0,0,3,0,mlsp-2013-birds__83676ff46373471d9a13d595e5dfabd9|mlsp-2013-birds__88f03e044884470daa459768f08242d1|mlsp-2013-birds__d8afa823f0a64069bb2ff77d64afd36d,,1.0,1.0,,,1.0,2627.1813948079944,360.4,0,0,1.1371812394500989,1.0
mlsp-2013-birds__90f132b316fa4cf98cf1e5efee710b89,cards_senior_0728.jsonl:18,mlsp-2013-birds,easy,censor_aware,3,1,0,0,3,0,mlsp-2013-birds__83676ff46373471d9a13d595e5dfabd9|mlsp-2013-birds__88f03e044884470daa459768f08242d1|mlsp-2013-birds__d8afa823f0a64069bb2ff77d64afd36d,,1.0,1.0,1.0,1.0,1.0,2627.1813948079944,360.4,0,0,1.1371812394500989,1.0
mlsp-2013-birds__c5870d4b8b5442098b53fb4804d68bf5,cards_senior_0802.jsonl:4,mlsp-2013-birds,easy,full_continue,3,1,2,2,3,0,mlsp-2013-birds__3fbdbce65f5d48f6ada1b1d94fe1e6e4|mlsp-2013-birds__b058311fdf0247009ea12d70a6ae6e27|mlsp-2013-birds__de69913224174ab1ad9e79cb410ca078,,1.0,1.0,,,1.0,3161.371691942215,229.4,0,0,1.0725634383912213,1.0
mlsp-2013-birds__c5870d4b8b5442098b53fb4804d68bf5,cards_senior_0802.jsonl:4,mlsp-2013-birds,easy,observed_only,3,1,2,2,1,2,mlsp-2013-birds__de69913224174ab1ad9e79cb410ca078,mlsp-2013-birds__3fbdbce65f5d48f6ada1b1d94fe1e6e4|mlsp-2013-birds__b058311fdf0247009ea12d70a6ae6e27,0.0,0.0,,,0.3333333333333333,3161.371691942215,229.4,553.1048519611359,413.60485196113586,0.8976062027802036,0.8691691796268871
mlsp-2013-birds__c5870d4b8b5442098b53fb4804d68bf5,cards_senior_0802.jsonl:4,mlsp-2013-birds,easy,censor_aware,3,1,2,2,2,1,mlsp-2013-birds__3fbdbce65f5d48f6ada1b1d94fe1e6e4|mlsp-2013-birds__de69913224174ab1ad9e79cb410ca078,mlsp-2013-birds__b058311fdf0247009ea12d70a6ae6e27,1.0,1.0,1.0,1.0,0.6666666666666666,3161.371691942215,229.4,98.17574787139893,78.77574787139892,1.041508644005091,0.9750817823566319
mlsp-2013-birds__cbc262e729334ecdaf84f39d41db9d23,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,full_continue,4,1,2,2,4,0,mlsp-2013-birds__232a055870ca4572b7fc070264a338eb|mlsp-2013-birds__3f1b6baa29ee48bfba34b73ebe2933b6|mlsp-2013-birds__c9597f7b1aef4ebb8bd655c3ace5bf8a|mlsp-2013-birds__d3547e171d7243b1a0e4f77c3c6fe74b,,1.0,1.0,,,1.0,849.3103153705597,471.09999999999997,0,0,1.5546853623159584,1.0
mlsp-2013-birds__cbc262e729334ecdaf84f39d41db9d23,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,observed_only,4,1,2,2,1,3,mlsp-2013-birds__d3547e171d7243b1a0e4f77c3c6fe74b,mlsp-2013-birds__232a055870ca4572b7fc070264a338eb|mlsp-2013-birds__3f1b6baa29ee48bfba34b73ebe2933b6|mlsp-2013-birds__c9597f7b1aef4ebb8bd655c3ace5bf8a,0.0,0.0,,,0.25,849.3103153705597,471.09999999999997,655.6211261749268,304.3211261749268,0.7827400387873318,0.6416844106713228
mlsp-2013-birds__cbc262e729334ecdaf84f39d41db9d23,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,censor_aware,4,1,2,2,3,1,mlsp-2013-birds__3f1b6baa29ee48bfba34b73ebe2933b6|mlsp-2013-birds__c9597f7b1aef4ebb8bd655c3ace5bf8a|mlsp-2013-birds__d3547e171d7243b1a0e4f77c3c6fe74b,mlsp-2013-birds__232a055870ca4572b7fc070264a338eb,1.0,1.0,1.0,1.0,0.75,849.3103153705597,471.09999999999997,202.91797614097595,91.81797614097596,1.3157644726615787,0.8918911327470277
nomad2018-predict-transparent-conductors__1265133eace24ca18de1ac9288f5a1e5,cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,easy,full_continue,2,1,1,1,2,0,nomad2018-predict-transparent-conductors__0b445119bd14461e8d644cd7865ce956|nomad2018-predict-transparent-conductors__d5916b67aaf1483c872bc47cefc07f85,,1.0,1.0,,,1.0,491.8794282237068,190.39999999999998,0,0,1.3870867311682042,1.0
nomad2018-predict-transparent-conductors__1265133eace24ca18de1ac9288f5a1e5,cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,easy,observed_only,2,1,1,1,1,1,nomad2018-predict-transparent-conductors__0b445119bd14461e8d644cd7865ce956,nomad2018-predict-transparent-conductors__d5916b67aaf1483c872bc47cefc07f85,0.0,0.0,,,0.5,491.8794282237068,190.39999999999998,405.19008619803935,285.09008619803933,0.5633277712513871,0.42040656746396726
nomad2018-predict-transparent-conductors__1265133eace24ca18de1ac9288f5a1e5,cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,easy,censor_aware,2,1,1,1,2,0,nomad2018-predict-transparent-conductors__0b445119bd14461e8d644cd7865ce956|nomad2018-predict-transparent-conductors__d5916b67aaf1483c872bc47cefc07f85,,1.0,1.0,1.0,1.0,1.0,491.8794282237068,190.39999999999998,0,0,1.3870867311682042,1.0
nomad2018-predict-transparent-conductors__a396aa16cb464d688b0d8516787a5fac,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,full_continue,2,1,2,2,2,0,nomad2018-predict-transparent-conductors__5598d009668c49b6a7c0fb26075bb5e5|nomad2018-predict-transparent-conductors__71f9051c0d944fdfb6aafbbd874504df,,1.0,1.0,,,1.0,932.5216052178293,87.4,0,0,1.0937243700424335,1.0
nomad2018-predict-transparent-conductors__a396aa16cb464d688b0d8516787a5fac,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,observed_only,2,1,2,2,1,1,nomad2018-predict-transparent-conductors__71f9051c0d944fdfb6aafbbd874504df,nomad2018-predict-transparent-conductors__5598d009668c49b6a7c0fb26075bb5e5,1.0,1.0,,,0.5,932.5216052178293,87.4,442.44071517232805,399.24071517232807,0.6192681079068474,0.5718697422789806
nomad2018-predict-transparent-conductors__a396aa16cb464d688b0d8516787a5fac,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,censor_aware,2,1,2,2,1,1,nomad2018-predict-transparent-conductors__71f9051c0d944fdfb6aafbbd874504df,nomad2018-predict-transparent-conductors__5598d009668c49b6a7c0fb26075bb5e5,1.0,1.0,0.5,0.5,0.5,932.5216052178293,87.4,442.44071517232805,399.24071517232807,0.6192681079068474,0.5718697422789806
nomad2018-predict-transparent-conductors__b9e345a509784184a1c3d92ffad28c91,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,easy,full_continue,2,1,2,2,2,0,nomad2018-predict-transparent-conductors__2fa45c41870740aaa5179d06e3daa1f2|nomad2018-predict-transparent-conductors__ab835174b2654d69bfb2ad1ff8779042,,1.0,1.0,,,1.0,181.72186055593193,91.4,0,0,1.5029664550009827,1.0
nomad2018-predict-transparent-conductors__b9e345a509784184a1c3d92ffad28c91,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,easy,observed_only,2,1,2,2,1,1,nomad2018-predict-transparent-conductors__2fa45c41870740aaa5179d06e3daa1f2,nomad2018-predict-transparent-conductors__ab835174b2654d69bfb2ad1ff8779042,1.0,1.0,,,0.5,181.72186055593193,91.4,78.56349931191653,34.26349931191653,1.0706381755547376,0.8114508666866164
nomad2018-predict-transparent-conductors__b9e345a509784184a1c3d92ffad28c91,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,easy,censor_aware,2,1,2,2,1,1,nomad2018-predict-transparent-conductors__2fa45c41870740aaa5179d06e3daa1f2,nomad2018-predict-transparent-conductors__ab835174b2654d69bfb2ad1ff8779042,1.0,1.0,0.5,0.5,0.5,181.72186055593193,91.4,78.56349931191653,34.26349931191653,1.0706381755547376,0.8114508666866164
nomad2018-predict-transparent-conductors__bddf4a264bef49469e4450b38388741c,cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,easy,full_continue,2,1,1,1,2,0,nomad2018-predict-transparent-conductors__1da1998ae9de457e96faac89241808e2|nomad2018-predict-transparent-conductors__ad9ad3eace7b4e40b52a38da1ab9fe2e,,1.0,1.0,,,1.0,833.7958321524784,146.4,0,0,1.1755825519324825,1.0
nomad2018-predict-transparent-conductors__bddf4a264bef49469e4450b38388741c,cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,easy,observed_only,2,1,1,1,1,1,nomad2018-predict-transparent-conductors__1da1998ae9de457e96faac89241808e2,nomad2018-predict-transparent-conductors__ad9ad3eace7b4e40b52a38da1ab9fe2e,0.0,0.0,,,0.5,833.7958321524784,146.4,794.1847008420154,674.0847008420154,0.22308954319220753,0.1915470492316591
nomad2018-predict-transparent-conductors__bddf4a264bef49469e4450b38388741c,cards_senior_0805seq.jsonl:17,nomad2018-predict-transparent-conductors,easy,censor_aware,2,1,1,1,2,0,nomad2018-predict-transparent-conductors__1da1998ae9de457e96faac89241808e2|nomad2018-predict-transparent-conductors__ad9ad3eace7b4e40b52a38da1ab9fe2e,,1.0,1.0,1.0,1.0,1.0,833.7958321524784,146.4,0,0,1.1755825519324825,1.0
nomad2018-predict-transparent-conductors__c9196f00a08c40d5abd7c7eb52b57210,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,full_continue,2,1,0,0,2,0,nomad2018-predict-transparent-conductors__02f0dbdfcaa94bba8234b5af0a436362|nomad2018-predict-transparent-conductors__449d90db5caa4116a92282d7991684a5,,1.0,1.0,,,1.0,1369.0063874907792,240.2,0,0,1.1754557189760504,1.0
nomad2018-predict-transparent-conductors__c9196f00a08c40d5abd7c7eb52b57210,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,observed_only,2,1,0,0,2,0,nomad2018-predict-transparent-conductors__02f0dbdfcaa94bba8234b5af0a436362|nomad2018-predict-transparent-conductors__449d90db5caa4116a92282d7991684a5,,1.0,1.0,,,1.0,1369.0063874907792,240.2,0,0,1.1754557189760504,1.0
nomad2018-predict-transparent-conductors__c9196f00a08c40d5abd7c7eb52b57210,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,censor_aware,2,1,0,0,2,0,nomad2018-predict-transparent-conductors__02f0dbdfcaa94bba8234b5af0a436362|nomad2018-predict-transparent-conductors__449d90db5caa4116a92282d7991684a5,,1.0,1.0,1.0,1.0,1.0,1369.0063874907792,240.2,0,0,1.1754557189760504,1.0
nomad2018-predict-transparent-conductors__d50b985553254ae3a951348f909324d9,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,full_continue,2,1,2,2,2,0,nomad2018-predict-transparent-conductors__3abc50e2bddc4454b0ee7b9ec92e1263|nomad2018-predict-transparent-conductors__7a0ce85adaff49c49dae9357b9347dc6,,1.0,1.0,,,1.0,376.1027624523267,43.7,0,0,1.1161916485671632,1.0
nomad2018-predict-transparent-conductors__d50b985553254ae3a951348f909324d9,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,observed_only,2,1,2,2,1,1,nomad2018-predict-transparent-conductors__3abc50e2bddc4454b0ee7b9ec92e1263,nomad2018-predict-transparent-conductors__7a0ce85adaff49c49dae9357b9347dc6,1.0,1.0,,,0.5,376.1027624523267,43.7,193.85779624432325,164.95779624432325,0.600753274809151,0.5614023274683269
nomad2018-predict-transparent-conductors__d50b985553254ae3a951348f909324d9,cards_senior_0805seq.jsonl:19,nomad2018-predict-transparent-conductors,hard,censor_aware,2,1,2,2,1,1,nomad2018-predict-transparent-conductors__3abc50e2bddc4454b0ee7b9ec92e1263,nomad2018-predict-transparent-conductors__7a0ce85adaff49c49dae9357b9347dc6,1.0,1.0,0.5,0.5,0.5,376.1027624523267,43.7,193.85779624432325,164.95779624432325,0.600753274809151,0.5614023274683269
petfinder-pawpularity-score__138ea8837fe24b529d33101fe0e40c1a,cards_senior_0730.jsonl:0,petfinder-pawpularity-score,easy,full_continue,2,1,0,0,2,0,petfinder-pawpularity-score__28777132c16747d88ee33785cdea5ea7|petfinder-pawpularity-score__3011b9f5b83e4e8f8077628482e6a0bd,,1.0,1.0,,,1.0,11099.185658762988,240.4,0,0,1.0216592466682635,1.0
petfinder-pawpularity-score__138ea8837fe24b529d33101fe0e40c1a,cards_senior_0730.jsonl:0,petfinder-pawpularity-score,easy,observed_only,2,1,0,0,2,0,petfinder-pawpularity-score__28777132c16747d88ee33785cdea5ea7|petfinder-pawpularity-score__3011b9f5b83e4e8f8077628482e6a0bd,,1.0,1.0,,,1.0,11099.185658762988,240.4,0,0,1.0216592466682635,1.0
petfinder-pawpularity-score__138ea8837fe24b529d33101fe0e40c1a,cards_senior_0730.jsonl:0,petfinder-pawpularity-score,easy,censor_aware,2,1,0,0,2,0,petfinder-pawpularity-score__28777132c16747d88ee33785cdea5ea7|petfinder-pawpularity-score__3011b9f5b83e4e8f8077628482e6a0bd,,1.0,1.0,1.0,1.0,1.0,11099.185658762988,240.4,0,0,1.0216592466682635,1.0
petfinder-pawpularity-score__20e58240de2d414caa6eba48ddb0990f,cards_senior_0730.jsonl:4,petfinder-pawpularity-score,hard,full_continue,2,1,2,2,2,0,petfinder-pawpularity-score__9251a8fa822f4d5fbeee6609ff544d84|petfinder-pawpularity-score__e4b073d8ebc042b1831c55c6438b9e6a,,1.0,1.0,,,1.0,104.00322424899787,108.8,0,0,2.0461214138853814,1.0
petfinder-pawpularity-score__20e58240de2d414caa6eba48ddb0990f,cards_senior_0730.jsonl:4,petfinder-pawpularity-score,hard,observed_only,2,1,2,2,1,1,petfinder-pawpularity-score__e4b073d8ebc042b1831c55c6438b9e6a,petfinder-pawpularity-score__9251a8fa822f4d5fbeee6609ff544d84,1.0,1.0,,,0.5,104.00322424899787,108.8,51.407230325974524,0.0,1.5518364463068894,1.0
petfinder-pawpularity-score__20e58240de2d414caa6eba48ddb0990f,cards_senior_0730.jsonl:4,petfinder-pawpularity-score,hard,censor_aware,2,1,2,2,1,1,petfinder-pawpularity-score__e4b073d8ebc042b1831c55c6438b9e6a,petfinder-pawpularity-score__9251a8fa822f4d5fbeee6609ff544d84,1.0,1.0,0.5,0.5,0.5,104.00322424899787,108.8,51.407230325974524,0.0,1.5518364463068894,1.0
petfinder-pawpularity-score__5797f718afc7442e850c43666a82d51b,cards_senior_0806.jsonl:1,petfinder-pawpularity-score,easy,full_continue,2,1,1,1,2,0,petfinder-pawpularity-score__717816b3dcb9490e8c60cf7c0232a6f6|petfinder-pawpularity-score__947a9114cbd64cb9838e1bbfdc050a06,,1.0,1.0,,,1.0,1289.4194727860158,210.3,0,0,1.1630966527483955,1.0
petfinder-pawpularity-score__5797f718afc7442e850c43666a82d51b,cards_senior_0806.jsonl:1,petfinder-pawpularity-score,easy,observed_only,2,1,1,1,1,1,petfinder-pawpularity-score__947a9114cbd64cb9838e1bbfdc050a06,petfinder-pawpularity-score__717816b3dcb9490e8c60cf7c0232a6f6,0.0,0.0,,,0.5,1289.4194727860158,210.3,1206.6504182619974,1086.4504182619974,0.22728759779840427,0.15741119070077975
petfinder-pawpularity-score__5797f718afc7442e850c43666a82d51b,cards_senior_0806.jsonl:1,petfinder-pawpularity-score,easy,censor_aware,2,1,1,1,2,0,petfinder-pawpularity-score__717816b3dcb9490e8c60cf7c0232a6f6|petfinder-pawpularity-score__947a9114cbd64cb9838e1bbfdc050a06,,1.0,1.0,1.0,1.0,1.0,1289.4194727860158,210.3,0,0,1.1630966527483955,1.0
petfinder-pawpularity-score__9118020f50e64bdeb8235a9dc9f357ab,cards_senior_0730.jsonl:0,petfinder-pawpularity-score,easy,full_continue,2,1,1,1,2,0,petfinder-pawpularity-score__164ee2d978574b42a052ec28a7d88eef|petfinder-pawpularity-score__2d478cc7a3c244028234f9e7585340c4,,1.0,1.0,,,1.0,247.2651679549599,221.1,0,0,1.894181747589592,1.0
petfinder-pawpularity-score__9118020f50e64bdeb8235a9dc9f357ab,cards_senior_0730.jsonl:0,petfinder-pawpularity-score,easy,observed_only,2,1,1,1,1,1,petfinder-pawpularity-score__2d478cc7a3c244028234f9e7585340c4,petfinder-pawpularity-score__164ee2d978574b42a052ec28a7d88eef,1.0,1.0,,,0.5,247.2651679549599,221.1,148.26134319999255,28.161343199992558,1.294577102801941,0.8861087332562658
petfinder-pawpularity-score__9118020f50e64bdeb8235a9dc9f357ab,cards_senior_0730.jsonl:0,petfinder-pawpularity-score,easy,censor_aware,2,1,1,1,2,0,petfinder-pawpularity-score__164ee2d978574b42a052ec28a7d88eef|petfinder-pawpularity-score__2d478cc7a3c244028234f9e7585340c4,,1.0,1.0,1.0,1.0,1.0,247.2651679549599,221.1,0,0,1.894181747589592,1.0
random-acts-of-pizza__5834f6889e5e413f8799624231dbc548,cards_ours_20260727.jsonl:69,random-acts-of-pizza,easy,full_continue,2,1,2,2,2,0,random-acts-of-pizza__d49ae6008eca4bd4b3f736f90dc6afac|random-acts-of-pizza__e52f8a668b95496aa04cd6a8d72f6642,,1.0,1.0,,,1.0,200.22247231006622,95.3,0,0,1.4759705486625778,1.0
random-acts-of-pizza__5834f6889e5e413f8799624231dbc548,cards_ours_20260727.jsonl:69,random-acts-of-pizza,easy,observed_only,2,1,2,2,1,1,random-acts-of-pizza__d49ae6008eca4bd4b3f736f90dc6afac,random-acts-of-pizza__e52f8a668b95496aa04cd6a8d72f6642,1.0,1.0,,,0.5,200.22247231006622,95.3,148.69730837643147,64.19730837643147,0.7333101136932325,0.6793701144743884
random-acts-of-pizza__5834f6889e5e413f8799624231dbc548,cards_ours_20260727.jsonl:69,random-acts-of-pizza,easy,censor_aware,2,1,2,2,1,1,random-acts-of-pizza__d49ae6008eca4bd4b3f736f90dc6afac,random-acts-of-pizza__e52f8a668b95496aa04cd6a8d72f6642,1.0,1.0,0.5,0.5,0.5,200.22247231006622,95.3,148.69730837643147,64.19730837643147,0.7333101136932325,0.6793701144743884
random-acts-of-pizza__aa71d9674a4049e0bc46feeada985547,cards_gen3A.jsonl:3,random-acts-of-pizza,easy,full_continue,5,1,5,5,5,0,random-acts-of-pizza__0ee1fa402ecb43ae9906ef4aa3e16d1a|random-acts-of-pizza__3a1402459a144c3cba0f2a91a5b8e721|random-acts-of-pizza__8c5fe3fc63254b88bc949f6d53a9cb6a|random-acts-of-pizza__9b9f4f95471a4b89972077ce62bdc1f8|random-acts-of-pizza__f02f9281781f4290a64b5e40011b4479,,1.0,1.0,,,1.0,185.72851238504518,148.10000000000002,0,0,1.7974004534799957,1.0
random-acts-of-pizza__aa71d9674a4049e0bc46feeada985547,cards_gen3A.jsonl:3,random-acts-of-pizza,easy,observed_only,5,1,5,5,1,4,random-acts-of-pizza__9b9f4f95471a4b89972077ce62bdc1f8,random-acts-of-pizza__0ee1fa402ecb43ae9906ef4aa3e16d1a|random-acts-of-pizza__3a1402459a144c3cba0f2a91a5b8e721|random-acts-of-pizza__8c5fe3fc63254b88bc949f6d53a9cb6a|random-acts-of-pizza__f02f9281781f4290a64b5e40011b4479,1.0,1.0,,,0.2,185.72851238504518,148.10000000000002,155.00929842703044,34.10929842703044,0.9627989351860724,0.816348615573271
random-acts-of-pizza__aa71d9674a4049e0bc46feeada985547,cards_gen3A.jsonl:3,random-acts-of-pizza,easy,censor_aware,5,1,5,5,1,4,random-acts-of-pizza__9b9f4f95471a4b89972077ce62bdc1f8,random-acts-of-pizza__0ee1fa402ecb43ae9906ef4aa3e16d1a|random-acts-of-pizza__3a1402459a144c3cba0f2a91a5b8e721|random-acts-of-pizza__8c5fe3fc63254b88bc949f6d53a9cb6a|random-acts-of-pizza__f02f9281781f4290a64b5e40011b4479,1.0,1.0,0.19999999999999996,0.2,0.2,185.72851238504518,148.10000000000002,155.00929842703044,34.10929842703044,0.9627989351860724,0.816348615573271
random-acts-of-pizza__c8c057832a7f46de8f2f8ede73ed013f,cards_ours_20260727.jsonl:68,random-acts-of-pizza,easy,full_continue,3,1,3,3,3,0,random-acts-of-pizza__0f1e5cd6c6de460abaae7877daf9aa69|random-acts-of-pizza__9ca2d2e324f740ef85c2d32a7380ac6f|random-acts-of-pizza__fa4524bd04a2450e9f937a60d2db3cce,,1.0,1.0,,,1.0,164.36871495097876,81.00000000000001,0,0,1.4927945079095946,1.0
random-acts-of-pizza__c8c057832a7f46de8f2f8ede73ed013f,cards_ours_20260727.jsonl:68,random-acts-of-pizza,easy,observed_only,3,1,3,3,1,2,random-acts-of-pizza__9ca2d2e324f740ef85c2d32a7380ac6f,random-acts-of-pizza__0f1e5cd6c6de460abaae7877daf9aa69|random-acts-of-pizza__fa4524bd04a2450e9f937a60d2db3cce,1.0,1.0,,,0.3333333333333333,164.36871495097876,81.00000000000001,114.75048822164536,60.85048822164535,0.7946659847543914,0.6297927605031568
random-acts-of-pizza__c8c057832a7f46de8f2f8ede73ed013f,cards_ours_20260727.jsonl:68,random-acts-of-pizza,easy,censor_aware,3,1,3,3,1,2,random-acts-of-pizza__9ca2d2e324f740ef85c2d32a7380ac6f,random-acts-of-pizza__0f1e5cd6c6de460abaae7877daf9aa69|random-acts-of-pizza__fa4524bd04a2450e9f937a60d2db3cce,1.0,1.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,164.36871495097876,81.00000000000001,114.75048822164536,60.85048822164535,0.7946659847543914,0.6297927605031568
random-acts-of-pizza__e79c47b6ab894f43aa969d2f9ab8051a,cards_gen2C.jsonl:2,random-acts-of-pizza,hard,full_continue,3,1,3,3,3,0,random-acts-of-pizza__02ab01e7d3624270a317cd6c9c52af77|random-acts-of-pizza__a672b879e7f9459c9ca2ea299751f4b2|random-acts-of-pizza__d7e488f0729c41aeb94a7502bff7fc4d,,1.0,1.0,,,1.0,955.0051796734333,164.4,0,0,1.1721456631850071,1.0
random-acts-of-pizza__e79c47b6ab894f43aa969d2f9ab8051a,cards_gen2C.jsonl:2,random-acts-of-pizza,hard,observed_only,3,1,3,3,1,2,random-acts-of-pizza__a672b879e7f9459c9ca2ea299751f4b2,random-acts-of-pizza__02ab01e7d3624270a317cd6c9c52af77|random-acts-of-pizza__d7e488f0729c41aeb94a7502bff7fc4d,1.0,1.0,,,0.3333333333333333,955.0051796734333,164.4,204.05842692404985,102.05842692404985,0.9584730766197402,0.8931331168706865
random-acts-of-pizza__e79c47b6ab894f43aa969d2f9ab8051a,cards_gen2C.jsonl:2,random-acts-of-pizza,hard,censor_aware,3,1,3,3,1,2,random-acts-of-pizza__a672b879e7f9459c9ca2ea299751f4b2,random-acts-of-pizza__02ab01e7d3624270a317cd6c9c52af77|random-acts-of-pizza__d7e488f0729c41aeb94a7502bff7fc4d,1.0,1.0,0.33333333333333337,0.3333333333333333,0.3333333333333333,955.0051796734333,164.4,204.05842692404985,102.05842692404985,0.9584730766197402,0.8931331168706865
spaceship-titanic__4fcded37ceb243d0a0ca7d970adedcfb,cards_ours_20260727.jsonl:3,spaceship-titanic,easy,full_continue,2,1,2,2,2,0,spaceship-titanic__df0e799d4c294c78a20d756c405fee68|spaceship-titanic__ffc4990563cd4b8e8561b15fd47f1488,,1.0,1.0,,,1.0,41.50957727432251,53.1,0,0,2.2792228561876304,1.0
spaceship-titanic__4fcded37ceb243d0a0ca7d970adedcfb,cards_ours_20260727.jsonl:3,spaceship-titanic,easy,observed_only,2,1,2,2,1,1,spaceship-titanic__ffc4990563cd4b8e8561b15fd47f1488,spaceship-titanic__df0e799d4c294c78a20d756c405fee68,1.0,1.0,,,0.5,41.50957727432251,53.1,1.7062013149261475,0.0,2.238119057330551,1.0
spaceship-titanic__4fcded37ceb243d0a0ca7d970adedcfb,cards_ours_20260727.jsonl:3,spaceship-titanic,easy,censor_aware,2,1,2,2,1,1,spaceship-titanic__ffc4990563cd4b8e8561b15fd47f1488,spaceship-titanic__df0e799d4c294c78a20d756c405fee68,1.0,1.0,0.5,0.5,0.5,41.50957727432251,53.1,1.7062013149261475,0.0,2.238119057330551,1.0
spooky-author-identification__560eb5d67f17409f9deb149324c55f29,cards_senior_0801.jsonl:4,spooky-author-identification,easy,full_continue,2,1,2,2,2,0,spooky-author-identification__67f02ce1c7dd42c1b2aa07655e0eacf0|spooky-author-identification__9212864b27984d118b518b96dc3b2886,,1.0,1.0,,,1.0,199.21765096206218,120.19999999999999,0,0,1.6033601913260696,1.0
spooky-author-identification__560eb5d67f17409f9deb149324c55f29,cards_senior_0801.jsonl:4,spooky-author-identification,easy,observed_only,2,1,2,2,1,1,spooky-author-identification__9212864b27984d118b518b96dc3b2886,spooky-author-identification__67f02ce1c7dd42c1b2aa07655e0eacf0,1.0,1.0,,,0.5,199.21765096206218,120.19999999999999,75.24204672203632,21.342046722036322,1.2256725398620687,0.8928707038810504
spooky-author-identification__560eb5d67f17409f9deb149324c55f29,cards_senior_0801.jsonl:4,spooky-author-identification,easy,censor_aware,2,1,2,2,1,1,spooky-author-identification__9212864b27984d118b518b96dc3b2886,spooky-author-identification__67f02ce1c7dd42c1b2aa07655e0eacf0,1.0,1.0,0.5,0.5,0.5,199.21765096206218,120.19999999999999,75.24204672203632,21.342046722036322,1.2256725398620687,0.8928707038810504
spooky-author-identification__92ff9885a5194d928b56e8d05f03d004,cards_senior_0801.jsonl:6,spooky-author-identification,hard,full_continue,3,1,3,3,3,0,spooky-author-identification__38648184253c4e7792d7658657da0746|spooky-author-identification__40e09976978641a1a0f8ddc87586731a|spooky-author-identification__414aed3e532a4130bb3ec66bd5efa9ea,,1.0,1.0,,,1.0,237.14428410003893,188.3,0,0,1.7940313666618504,1.0
spooky-author-identification__92ff9885a5194d928b56e8d05f03d004,cards_senior_0801.jsonl:6,spooky-author-identification,hard,observed_only,3,1,3,3,1,2,spooky-author-identification__414aed3e532a4130bb3ec66bd5efa9ea,spooky-author-identification__38648184253c4e7792d7658657da0746|spooky-author-identification__40e09976978641a1a0f8ddc87586731a,1.0,1.0,,,0.3333333333333333,237.14428410003893,188.3,160.4762448160327,34.476244816032704,1.1173283821263424,0.8546191195504887
