N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,pairs_file,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip2_n_switch,flip2_switch_acc,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip3_n_switch,flip3_switch_acc,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,flip5_n_switch,flip5_switch_acc,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control2_n_switch,control2_switch_acc,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control3_n_switch,control3_switch_acc,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved,control5_n_switch,control5_switch_acc
8000,in-task,0.7667,qwen2.5-1.5b-instruct,7,19463.4,1869,2048,1e-05,False,False,head,budget_pairs_v3.jsonl,0.6948775055679287,True,hf+ds,899,0.4093,0.5918,0.5006,0.0011,1,1.0,912,0.4287,0.5724,0.5005,0.0011,1,1.0,335,0.403,0.597,0.5,0.0,0,,899,0.8131,0.8131,0.8131,0.0,0,,911,0.8463,0.8463,0.8463,0.0,0,,335,0.8746,0.8746,0.8746,0.0,0,
