N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,pairs_file,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip2_n_switch,flip2_switch_acc,flip2_selectivity,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip3_n_switch,flip3_switch_acc,flip3_selectivity,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,flip5_n_switch,flip5_switch_acc,flip5_selectivity,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control2_n_switch,control2_switch_acc,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control3_n_switch,control3_switch_acc,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved,control5_n_switch,control5_switch_acc
8000,in-task,0.8272,ckpt:ckpt_l2_v2data/N8000,7,537.9,1869,2048,1e-05,False,True,tail,budget_pairs_v3.jsonl,0.8017817371937639,True,eval-only,899,0.4672,0.6852,0.5762,0.2236,201,0.8408,4.6744,912,0.5373,0.6393,0.5883,0.2774,253,0.8182,3.7165,335,0.5194,0.6209,0.5701,0.2597,87,0.7701,3.3462,899,0.8487,0.861,0.8548,0.0478,43,0.0,911,0.8771,0.8836,0.8804,0.0746,68,0.0,335,0.8925,0.8806,0.8866,0.0776,26,0.0
8000,in-task,0.8115,ckpt:ckpt_l2_v3data/N8000,7,604.8,2085,2048,1e-05,False,True,tail,budget_pairs_v2.jsonl,0.7949640287769785,True,eval-only,686,0.3644,0.6983,0.5313,0.1064,73,0.7945,3.1739,526,0.3726,0.7319,0.5523,0.1426,75,0.8667,3.9474,252,0.4484,0.6706,0.5595,0.1508,38,0.8947,3.1667,686,0.8834,0.8703,0.8768,0.0335,23,0.0,526,0.9049,0.8992,0.9021,0.0361,19,0.0,252,0.9206,0.9365,0.9286,0.0476,12,0.0
