N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,acc_len_ctrl,stratified,trainer
4719,in-task,0.5364,qwen2.5-1.5b-instruct,7,12059.2,714,2048,1e-05,False,False,head,,False,hf+ds
