N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip2_n_switch,flip2_switch_acc,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip3_n_switch,flip3_switch_acc,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,flip5_n_switch,flip5_switch_acc,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control2_n_switch,control2_switch_acc,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control3_n_switch,control3_switch_acc,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved,control5_n_switch,control5_switch_acc
8000,in-task,0.693,qwen2.5-1.5b-instruct,13,21788.2,2085,2048,1e-05,False,False,head,0.6909722222222222,True,hf+ds,686,0.4475,0.5525,0.5,0.0,0,,526,0.4068,0.5932,0.5,0.0,0,,252,0.4365,0.5635,0.5,0.0,0,,686,0.8294,0.8294,0.8294,0.0,0,,526,0.8631,0.8631,0.8631,0.0,0,,252,0.8571,0.8571,0.8571,0.0,0,
