N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip2_n_switch,flip2_switch_acc,flip2_selectivity,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip3_n_switch,flip3_switch_acc,flip3_selectivity,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,flip5_n_switch,flip5_switch_acc,flip5_selectivity,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control2_n_switch,control2_switch_acc,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control3_n_switch,control3_switch_acc,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved,control5_n_switch,control5_switch_acc
8000,in-task,0.7424,qwen2.5-1.5b-instruct,17,19940.2,2085,2048,1e-05,False,True,tail,0.7404718693284936,True,hf+ds,686,0.4913,0.6079,0.5496,0.137,94,0.8617,2.7647,526,0.4487,0.6464,0.5475,0.1597,84,0.7976,2.7097,252,0.4683,0.631,0.5496,0.1548,39,0.8205,3.9,686,0.8324,0.8324,0.8324,0.0496,34,0.0,526,0.865,0.8631,0.8641,0.0589,31,0.0,252,0.869,0.877,0.873,0.0397,10,0.0
