N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,pairs_file,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip2_n_switch,flip2_switch_acc,flip2_selectivity,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip3_n_switch,flip3_switch_acc,flip3_selectivity,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,flip5_n_switch,flip5_switch_acc,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control2_n_switch,control2_switch_acc,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control3_n_switch,control3_switch_acc,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved,control5_n_switch,control5_switch_acc
8000,in-task,0.7501,qwen2.5-1.5b-instruct,7,20075.0,1869,2048,1e-05,False,True,tail,budget_pairs_v3.jsonl,0.6703786191536748,True,hf+ds,899,0.4016,0.5984,0.5,0.0044,4,0.5,2.0,912,0.4134,0.5866,0.5,0.0088,8,0.5,7.9912,335,0.3582,0.6448,0.5015,0.003,1,1.0,899,0.8076,0.8098,0.8087,0.0022,2,0.0,911,0.8397,0.8386,0.8392,0.0011,1,0.0,335,0.8537,0.8537,0.8537,0.0,0,
