N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,pairs_file,acc_len_ctrl,stratified,trainer
4000,in-task,0.5384,qwen2.5-0.5b-instruct,7,7220.0,847,6144,1e-05,False,False,head,decision_pairs_v1.jsonl,0.5290102389078498,False,hf+ds
