predictor,task,N,resample,metric,value
buggy,ALL,300,8,auroc,0.5642959478820317
buggy,ALL,300,9,auroc,0.5733649538419766
buggy,ALL,300,10,auroc,0.5725354646381579
buggy,ALL,300,11,auroc,0.5742489993680219
buggy,ALL,300,12,auroc,0.5901347708894878
buggy,ALL,300,13,auroc,0.6115253505933118
buggy,ALL,300,14,auroc,0.5438129344849378
buggy,ALL,300,15,auroc,0.5724450680229499
buggy,ALL,300,16,auroc,0.5990998296975103
buggy,ALL,300,17,auroc,0.5535554055324349
buggy,ALL,300,18,auroc,0.5497568770883361
buggy,ALL,300,19,auroc,0.5884842833656418
buggy,ALL,300,20,auroc,0.5937554349716512
buggy,ALL,300,21,auroc,0.5787051675368957
buggy,ALL,300,22,auroc,0.5793438519863569
buggy,ALL,300,23,auroc,0.58902813603041
buggy,ALL,300,24,auroc,0.6072510087156386
buggy,ALL,300,25,auroc,0.643171650055371
buggy,ALL,300,26,auroc,0.5867453128291552
buggy,ALL,300,27,auroc,0.5434462901439646
buggy,ALL,300,28,auroc,0.5556578059404552
buggy,ALL,300,29,auroc,0.5559877622377623
buggy,ALL,450,0,auroc,0.588196021398379
buggy,ALL,450,1,auroc,0.5770046027131783
buggy,ALL,450,2,auroc,0.6247826086956522
buggy,ALL,450,3,auroc,0.6226240487586515
buggy,ALL,450,4,auroc,0.6258555100428507
buggy,ALL,450,5,auroc,0.6202406134320465
buggy,ALL,450,6,auroc,0.5509357344632768
buggy,ALL,450,7,auroc,0.614531923567321
buggy,ALL,450,8,auroc,0.5660800692022815
buggy,ALL,450,9,auroc,0.6291703434699973
buggy,ALL,450,10,auroc,0.5714818050986842
buggy,ALL,450,11,auroc,0.5363555930061091
buggy,ALL,450,12,auroc,0.6053279424977538
buggy,ALL,450,13,auroc,0.5766947141316073
buggy,ALL,450,14,auroc,0.5867116073309459
buggy,ALL,450,15,auroc,0.609058034558498
buggy,ALL,450,16,auroc,0.5811775200713648
buggy,ALL,450,17,auroc,0.574440902759381
buggy,ALL,450,18,auroc,0.6136781206470744
buggy,ALL,450,19,auroc,0.5653857793700259
buggy,ALL,450,20,auroc,0.589050923510383
buggy,ALL,450,21,auroc,0.6134345704543707
buggy,ALL,450,22,auroc,0.6299904301523814
buggy,ALL,450,23,auroc,0.549539268259571
buggy,ALL,450,24,auroc,0.5934687235238358
buggy,ALL,450,25,auroc,0.6126157253599114
buggy,ALL,450,26,auroc,0.5595786812723825
buggy,ALL,450,27,auroc,0.5576478405315615
buggy,ALL,450,28,auroc,0.5608813398890438
buggy,ALL,450,29,auroc,0.5638286713286713
buggy,ALL,600,0,auroc,0.5875836671514472
buggy,ALL,600,1,auroc,0.598780973145072
buggy,ALL,600,2,auroc,0.6137766410912191
buggy,ALL,600,3,auroc,0.6005087634723322
buggy,ALL,600,4,auroc,0.6364264798069574
buggy,ALL,600,5,auroc,0.5837437202538339
buggy,ALL,600,6,auroc,0.5652449892386333
buggy,ALL,600,7,auroc,0.554431829023948
buggy,ALL,600,8,auroc,0.597563503005073
buggy,ALL,600,9,auroc,0.5671879242465382
buggy,ALL,600,10,auroc,0.5873637952302632
buggy,ALL,600,11,auroc,0.6144428059827259
buggy,ALL,600,12,auroc,0.6359299191374663
buggy,ALL,600,13,auroc,0.5573894282632147
buggy,ALL,600,14,auroc,0.627149778807668
buggy,ALL,600,15,auroc,0.5994955695303953
buggy,ALL,600,16,auroc,0.6104623397219294
buggy,ALL,600,17,auroc,0.6148360522650168
buggy,ALL,600,18,auroc,0.5608063647783693
buggy,ALL,600,19,auroc,0.5742358435779779
buggy,ALL,600,20,auroc,0.5867551914849212
buggy,ALL,600,21,auroc,0.6151436946136952
buggy,ALL,600,22,auroc,0.6046344236416133
buggy,ALL,600,23,auroc,0.6001179405376053
buggy,ALL,600,24,auroc,0.6321648170051422
buggy,ALL,600,25,auroc,0.5674241417497231
buggy,ALL,600,26,auroc,0.5667916578891932
buggy,ALL,600,27,auroc,0.614905869324474
buggy,ALL,600,28,auroc,0.5696982445069633
buggy,ALL,600,29,auroc,0.5847902097902098
buggy,ALL,800,0,auroc,0.5964883184922478
buggy,ALL,800,1,auroc,0.6010823297342193
buggy,ALL,800,2,auroc,0.6147058823529412
buggy,ALL,800,3,auroc,0.5903679281016494
buggy,ALL,800,4,auroc,0.6089814600132244
buggy,ALL,800,5,auroc,0.6066152168164992
buggy,ALL,800,6,auroc,0.5796215025558246
buggy,ALL,800,7,auroc,0.561500897728357
buggy,ALL,800,8,auroc,0.6024473098514134
buggy,ALL,800,9,auroc,0.5927360507738257
buggy,ALL,800,10,auroc,0.5460654810855263
buggy,ALL,800,11,auroc,0.5884390141141774
buggy,ALL,800,12,auroc,0.5775831087151841
buggy,ALL,800,13,auroc,0.5604789644012945
buggy,ALL,800,14,auroc,0.6291004845165368
buggy,ALL,800,15,auroc,0.6306508322267599
buggy,ALL,800,16,auroc,0.6043981293758278
buggy,ALL,800,17,auroc,0.6260820892333724
buggy,ALL,800,18,auroc,0.5929293533528743
buggy,ALL,800,19,auroc,0.5471458133961508
buggy,ALL,800,20,auroc,0.6423397335559498
buggy,ALL,800,21,auroc,0.5756971090164845
buggy,ALL,800,22,auroc,0.6017143932144055
buggy,ALL,800,23,auroc,0.5810438161824599
buggy,ALL,800,24,auroc,0.5655686136346478
buggy,ALL,800,25,auroc,0.6383698781838316
buggy,ALL,800,26,auroc,0.631523067200337
buggy,ALL,800,27,auroc,0.559703211517165
buggy,ALL,800,28,auroc,0.5690759778788596
buggy,ALL,800,29,auroc,0.5872202797202797
buggy,ALL,1000,0,auroc,0.6091691543557948
buggy,ALL,1000,1,auroc,0.5694083956256921
buggy,ALL,1000,2,auroc,0.6148934356351237
buggy,ALL,1000,3,auroc,0.6394709204228505
buggy,ALL,1000,4,auroc,0.5643704218941873
buggy,ALL,1000,5,auroc,0.6158447911158117
buggy,ALL,1000,6,auroc,0.5967388014527845
buggy,ALL,1000,7,auroc,0.58070447823334
buggy,ALL,1000,8,auroc,0.578469800592905
buggy,ALL,1000,9,auroc,0.5569805525386913
buggy,ALL,1000,10,auroc,0.5779922217653509
buggy,ALL,1000,11,auroc,0.5766420897408889
buggy,ALL,1000,12,auroc,0.587026055705301
buggy,ALL,1000,13,auroc,0.6143991370010787
buggy,ALL,1000,14,auroc,0.6321339793553823
buggy,ALL,1000,15,auroc,0.63138576403678
buggy,ALL,1000,16,auroc,0.6483794231341065
buggy,ALL,1000,17,auroc,0.5802946530050676
buggy,ALL,1000,18,auroc,0.5658055529443936
buggy,ALL,1000,19,auroc,0.5850407740943407
buggy,ALL,1000,20,auroc,0.6216433615082264
buggy,ALL,1000,21,auroc,0.5963433288611251
buggy,ALL,1000,22,auroc,0.5937722376266777
buggy,ALL,1000,23,auroc,0.5939324260114037
buggy,ALL,1000,24,auroc,0.5670114335086527
buggy,ALL,1000,25,auroc,0.6198626799557032
buggy,ALL,1000,26,auroc,0.6152011796924374
buggy,ALL,1000,27,auroc,0.638250276854928
buggy,ALL,1000,28,auroc,0.5538874135619067
buggy,ALL,1000,29,auroc,0.6237325174825175
buggy,ALL,1500,0,auroc,0.6135832078857619
buggy,ALL,1500,1,auroc,0.6039893064784053
buggy,ALL,1500,2,auroc,0.5985763000852515
buggy,ALL,1500,3,auroc,0.6020410798526221
buggy,ALL,1500,4,auroc,0.6139535083425647
buggy,ALL,1500,5,auroc,0.6241902432575357
buggy,ALL,1500,6,auroc,0.5875832324455206
buggy,ALL,1500,7,auroc,0.5716491313285512
buggy,ALL,1500,8,auroc,0.5837140359887907
buggy,ALL,1500,9,auroc,0.5988282310616345
buggy,ALL,1500,10,auroc,0.597643400493421
buggy,ALL,1500,11,auroc,0.604710343374763
buggy,ALL,1500,12,auroc,0.6154177897574123
buggy,ALL,1500,13,auroc,0.598606256742179
buggy,ALL,1500,14,auroc,0.6451358752896567
buggy,ALL,1500,15,auroc,0.6478131602902981
buggy,ALL,1500,16,auroc,0.5968922048315447
buggy,ALL,1500,17,auroc,0.5984370059562977
buggy,ALL,1500,18,auroc,0.6028764559601433
buggy,ALL,1500,19,auroc,0.6121553423469847
buggy,ALL,1500,20,auroc,0.6238260461233435
buggy,ALL,1500,21,auroc,0.6142891325340329
buggy,ALL,1500,22,auroc,0.5872369314324508
buggy,ALL,1500,23,auroc,0.6383170988324736
buggy,ALL,1500,24,auroc,0.6268045734034611
buggy,ALL,1500,25,auroc,0.6384407530454043
buggy,ALL,1500,26,auroc,0.6071624183694965
buggy,ALL,1500,27,auroc,0.6450542635658915
buggy,ALL,1500,28,auroc,0.5857895336506017
buggy,ALL,1500,29,auroc,0.6059353146853147
buggy,ALL,2000,0,auroc,0.6141785522925012
buggy,ALL,2000,1,auroc,0.6138609150055371
buggy,ALL,2000,2,auroc,0.6085421994884911
buggy,ALL,2000,3,auroc,0.6226240487586515
buggy,ALL,2000,4,auroc,0.5986938712419816
buggy,ALL,2000,5,auroc,0.6213891459545214
buggy,ALL,2000,6,auroc,0.6215151668011838
buggy,ALL,2000,7,auroc,0.5898378884735148
buggy,ALL,2000,8,auroc,0.5965813352075617
buggy,ALL,2000,9,auroc,0.6209145058376324
buggy,ALL,2000,10,auroc,0.5883831894188597
buggy,ALL,2000,11,auroc,0.6245713081946492
buggy,ALL,2000,12,auroc,0.6237466307277628
buggy,ALL,2000,13,auroc,0.5751067961165048
buggy,ALL,2000,14,auroc,0.5983273646513587
buggy,ALL,2000,15,auroc,0.647871620775186
buggy,ALL,2000,16,auroc,0.6212842069220303
buggy,ALL,2000,17,auroc,0.5978302668797375
buggy,ALL,2000,18,auroc,0.5897076543125476
buggy,ALL,2000,19,auroc,0.6085564252938434
buggy,ALL,2000,20,auroc,0.657627221816411
buggy,ALL,2000,21,auroc,0.6208008955810594
buggy,ALL,2000,22,auroc,0.6330331509336736
buggy,ALL,2000,23,auroc,0.630918239207168
buggy,ALL,2000,24,auroc,0.6118311229668403
buggy,ALL,2000,25,auroc,0.6035260243632337
buggy,ALL,2000,26,auroc,0.5790436064883084
buggy,ALL,2000,27,auroc,0.6235083056478405
buggy,ALL,2000,28,auroc,0.6014776641337786
buggy,ALL,2000,29,auroc,0.5893356643356643
buggy,ALL,2223,0,auroc,0.6174274317692785
buggy,ALL,2223,1,auroc,0.5838481104651163
buggy,ALL,2223,2,auroc,0.6058908780903666
buggy,ALL,2223,3,auroc,0.6327648841293344
buggy,ALL,2223,4,auroc,0.6110595872942267
buggy,ALL,2223,5,auroc,0.6189764013749339
buggy,ALL,2223,6,auroc,0.621809422921711
buggy,ALL,2223,7,auroc,0.5946951626753172
buggy,ALL,2223,8,auroc,0.6008884563746294
buggy,ALL,2223,9,auroc,0.6065325481944067
buggy,ALL,2223,10,auroc,0.5790201822916666
buggy,ALL,2223,11,auroc,0.618141984411207
buggy,ALL,2223,12,auroc,0.6196406109613657
buggy,ALL,2223,13,auroc,0.5859805825242719
buggy,ALL,2223,14,auroc,0.6010322308826628
buggy,ALL,2223,15,auroc,0.6389271665873274
buggy,ALL,2223,16,auroc,0.6239874210436208
buggy,ALL,2223,17,auroc,0.5892248267375384
buggy,ALL,2223,18,auroc,0.5894512856886489
buggy,ALL,2223,19,auroc,0.6115500699335018
buggy,ALL,2223,20,auroc,0.6593664127447911
buggy,ALL,2223,21,auroc,0.6309958211914305
buggy,ALL,2223,22,auroc,0.6176150631037388
buggy,ALL,2223,23,auroc,0.6376892139560141
buggy,ALL,2223,24,auroc,0.6411656642423937
buggy,ALL,2223,25,auroc,0.6169745293466223
buggy,ALL,2223,26,auroc,0.5812513166210238
buggy,ALL,2223,27,auroc,0.6420420819490587
buggy,ALL,2223,28,auroc,0.6081560749875109
buggy,ALL,2223,29,auroc,0.5766258741258741
