N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,pairs_file,acc_len_ctrl,stratified,sr_cond,trainer
24000,in-task,0.6273,qwen2.5-0.5b-instruct,7,24470.1,3000,2048,1e-05,False,False,head,value_pairs_runsplit.jsonl,,False,False,hf+ds
