N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved
8000,in-task,0.6945,qwen2.5-1.5b-instruct,7,21508.5,2085,2048,1e-05,False,False,head,0.6690647482014388,True,hf+ds,686,0.4096,0.5889,0.4993,0.0015,526,0.3783,0.6198,0.499,0.0019,252,0.381,0.619,0.5,0.0,686,0.828,0.828,0.828,0.0,526,0.865,0.865,0.865,0.0,252,0.877,0.877,0.877,0.0
