N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,pairs_file,acc_len_ctrl,stratified,trainer
24000,in-task,0.5478,ckpt:ckpt_lookahead_v3/N24000,7,349.7,847,2048,1e-05,False,False,head,decision_pairs_v1.jsonl,0.5409556313993175,False,eval-only
