N,split,acc,model,seed,wall_s,n_test,max_len,lr,lora,budget_cond,budget_pos,acc_len_ctrl,stratified,trainer,flip2_n,flip2_acc_lo,flip2_acc_hi,flip2_acc_mean,flip2_moved,flip3_n,flip3_acc_lo,flip3_acc_hi,flip3_acc_mean,flip3_moved,flip5_n,flip5_acc_lo,flip5_acc_hi,flip5_acc_mean,flip5_moved,control2_n,control2_acc_lo,control2_acc_hi,control2_acc_mean,control2_moved,control3_n,control3_acc_lo,control3_acc_hi,control3_acc_mean,control3_moved,control5_n,control5_acc_lo,control5_acc_hi,control5_acc_mean,control5_moved
8000,in-task,0.705,qwen2.5-1.5b-instruct,7,21483.3,2085,2048,1e-05,False,True,tail,0.6816546762589928,True,hf+ds,686,0.4475,0.6006,0.5241,0.1006,526,0.4106,0.6331,0.5219,0.097,252,0.4325,0.6111,0.5218,0.1151,686,0.8178,0.8134,0.8156,0.0481,526,0.8536,0.846,0.8498,0.038,252,0.869,0.881,0.875,0.0357
