run_id,task,arm,seed,source_tree,controller_commit,execution_timeout_seconds,step_limit,worker_wall_cap_seconds,api_calls,settled_api_cost_usd,unresolved_api_calls,accounted_api_liability_usd,total_api_cost_usd,task_calls,exit_zero_calls,buggy_nodes,generated_candidates,failure_categories,comparable_final
00-leaf-classification-s15-critic_topk_random,leaf-classification,critic_topk_random,15,54e353963a6899965896b2e8ea492207829b3cbd,f53ed6693d029070662c50f81ea7146f0a9e4d35,300,6,3540,19,0.045247826,0,0.045247826,0.045247826,5,2,3,8,"{'execution_timeout': 2, 'other_code_error': 1}",True
01-leaf-classification-s15-uniform_random,leaf-classification,uniform_random,15,54e353963a6899965896b2e8ea492207829b3cbd,f53ed6693d029070662c50f81ea7146f0a9e4d35,300,6,3540,15,0.02784171,0,0.02784171,0.02784171,5,1,4,8,"{'execution_timeout': 2, 'other_code_error': 2}",True
02-spaceship-titanic-s15-uniform_random,spaceship-titanic,uniform_random,15,54e353963a6899965896b2e8ea492207829b3cbd,f53ed6693d029070662c50f81ea7146f0a9e4d35,300,6,3540,15,0.041187393,0,0.041187393,0.041187393,5,1,4,8,"{'other_code_error': 2, 'experimental_import': 2}",True
03-spaceship-titanic-s15-critic_topk_random,spaceship-titanic,critic_topk_random,15,54e353963a6899965896b2e8ea492207829b3cbd,f53ed6693d029070662c50f81ea7146f0a9e4d35,300,6,3540,19,0.05677048,0,0.05677048,0.05677048,5,1,4,8,"{'other_code_error': 3, 'execution_timeout': 1}",True
