job_id,arm,seed,source_commit,control_commit,model,model_revision,context_tokens,gpus,train_microbatch,accumulation,effective_pair_batch,max_steps,dev_evaluations,final_only,state,exit_code,wall_seconds,actual_gpu_hours,cumulative_repair_gpu_seconds,repair_budget_gpu_seconds,training_seconds,dev_seconds,peak_gpu_memory_mib,checkpoint_sha256,method_effect_claim
12499,G0-engineering-calibration,6,5f3bc362db922c8edee2ef134656dfdb9a2b74fb,90cd91058fd03e86185d42c14704845827259655,Qwen3-1.7B-Base,ea980cb0a6c2ae4b936e82123acc929f1cec04c1,16384,2,8,8,128,10,1,true,COMPLETED,0:0,2192,1.2177777777777778,5349,14400,1709.861369923,169.536428516,97059,c66dea53f96795438f82a0950027fee996054bacb431216a50d3e184ef74daad,false
