pre_verifier.trace	broad_filename_hits=0	actual_open_or_openat_hits=0
post_verifier.trace	broad_filename_hits=0	actual_open_or_openat_hits=0
runner.trace	broad_filename_hits=6	actual_open_or_openat_hits=0
