protocol,analysis_source_commit,protocol_sha256,selection_public_sha256,selection_private_sha256,outer_eval_fold,arm,endpoint_budget,selected_endpoints,induced_unique_train_pairs,outer_eval_pairs,outer_eval_tasks,pairwise_accuracy,log_loss,brier_score,fit_seconds,query_seconds,vocabulary_size,model_iterations,gpu,api_calls,base_model_updates
endpoint-budget-distribution-matched-yield-fit-result-v2,ba75d078e1abf9542a11fa73c0de1a960312b5da,37ad2fab68227d4aa236f1ce8c70c6197d1160b3f885adc466288ea1af41b06e,c8df1f77d4ad531402418b8e6982c1695791490e209a150305b4c9dc8bd263d3,c25bc403c272de535a45ada08597c064ed70ee9b6192cbbfddccca7c295a6a7b,0,distribution_matched_yield,96,96,49,138,20,0.5144927536231884,0.6921971487598022,0.24952624767854434,3.819944964721799,4.643991354852915,30000,2,0,0,0
endpoint-budget-distribution-matched-yield-fit-result-v2,ba75d078e1abf9542a11fa73c0de1a960312b5da,37ad2fab68227d4aa236f1ce8c70c6197d1160b3f885adc466288ea1af41b06e,c8df1f77d4ad531402418b8e6982c1695791490e209a150305b4c9dc8bd263d3,c25bc403c272de535a45ada08597c064ed70ee9b6192cbbfddccca7c295a6a7b,0,distribution_matched_yield,192,192,99,138,20,0.5,0.691887001877399,0.24937423836423608,7.626920225098729,4.643022425472736,30000,2,0,0,0
