run_id,task,seed,arm,job,source_tree,controller_commit,generator,critic,provider,image_version,node,allocated_gpus,allocated_cpus,program_timeout_seconds,selection_top_k,selection_coupling,search_budget_seconds,planned_step_cap,runtime_status,critic_ranking_votes,api_cost_usd,api_responsibility_usd,valid,score,independent_score,selected_step,selected_code_sha256,worker_elapsed_seconds,search_start_ns,technical_eligible,termination_reason
00-leaf-classification-s34-uniform_random,leaf-classification,34,uniform_random,13233,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.013795899,0.013795899,True,1.51485,1.514851560522969,2,bdac82a587f1c3ca1fa70cbc701f7f753823b367fddb7a53e5b578126fa42e6f,468.8264300650917,2081288004816203,True,api_admission_budget_expired
01-leaf-classification-s35-uniform_random,leaf-classification,35,uniform_random,13233,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.011304891,0.011304891,True,1.51485,1.514851560522969,2,bdac82a587f1c3ca1fa70cbc701f7f753823b367fddb7a53e5b578126fa42e6f,524.0090577341616,2081763447128065,True,api_admission_budget_expired
02-spaceship-titanic-s34-uniform_random,spaceship-titanic,34,uniform_random,13233,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.067333539,0.067333539,True,0.8046,0.8045977011494253,10,cfb693dd2fa6ec926d203babca3c0e716d5569db586f7bf8eb1a645a9990a3ec,496.8499435330741,2082293588044514,True,api_admission_budget_expired
03-spaceship-titanic-s35-uniform_random,spaceship-titanic,35,uniform_random,13233,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.08026941,0.08026941,True,0.82184,0.8218390804597702,12,e7efe019b870e09b608735c504e32ec323f87c9e922acd48b4c59637dabecc9d,548.4116802420467,2082798886068997,True,api_admission_budget_expired
04-leaf-classification-s36-uniform_random,leaf-classification,36,uniform_random,13234,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.026134758,0.026134758,True,0.3464,0.34640065913947043,6,1ca6ea25f1836dd22ca0d7e0a7695758ee8c265dee683bf7d360d85a10eb17b1,600.0808304080274,2081288004366689,True,timed_out
05-leaf-classification-s37-uniform_random,leaf-classification,37,uniform_random,13234,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.006250062,0.006250062,True,1.51485,1.514851560522969,2,bdac82a587f1c3ca1fa70cbc701f7f753823b367fddb7a53e5b578126fa42e6f,563.6007974590175,2081908330708248,True,api_admission_budget_expired
06-spaceship-titanic-s36-uniform_random,spaceship-titanic,36,uniform_random,13234,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.082485351,0.082485351,True,0.79655,0.7965517241379311,14,6610c17e158b33592ce355f460761826cc30cf05c1fd0099e75ba4ac7b0022c9,490.6646956980694,2082478532868875,True,api_admission_budget_expired
07-spaceship-titanic-s37-uniform_random,spaceship-titanic,37,uniform_random,13234,f7a8b9e3c07b530467573315d55f62203cc67895,d389e4a1969be747c0af1a20d4a50256df55632f,qwen/qwen3-coder-flash,,alibaba,2026-07-macos-v1,gpu28,1,6,300,2,common_priority_v1,600,64,failed,0,0.07110168,0.07110168,True,0.79655,0.7965517241379311,10,6610c17e158b33592ce355f460761826cc30cf05c1fd0099e75ba4ac7b0022c9,499.88251420785673,2082978807801054,True,api_admission_budget_expired
