parent,run_id,task,stratum,n_children,n_artifacts,n_silent,artifact_coverage,policy,picked,picked_pool_n,top1_expected,raw_regret,rank_expected,observed_low_stage_wall_s,full_eval_count,historical_all_full_runtime_s,cost_restart_exact_s,cost_continue_exact_s,cost_ratio_restart_exact,cost_ratio_continue_exact
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,full_self_report_available,leaf-classification__0012a07f48b648679734623e5e3acbee,1,1.0,0.0,1,85.2,3,168.19164774939418,168.19164774939418,168.19164774939418,1.0,1.0
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,full_self_report_complete,leaf-classification__0012a07f48b648679734623e5e3acbee,1,1.0,0.0,1,85.2,3,168.19164774939418,168.19164774939418,168.19164774939418,1.0,1.0
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,sub120_available,leaf-classification__6a0fb84e84c54521889bbf92076512f0,1,0.0,0.0015899999999999977,2,85.2,0,168.19164774939418,85.2,85.2,0.5065649878580661,0.5065649878580661
leaf-classification__3c164f72f3244432b38a52ea18357921,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,artifact120_escalate_silent,leaf-classification__0012a07f48b648679734623e5e3acbee|leaf-classification__156c3f5007194dec993c6183a80af50f,2,1.0,0.0,1,85.2,2,168.19164774939418,223.75121227912604,163.75121227912604,1.330334860697219,0.9735989537549189
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,0,2,0.0,random,leaf-classification__991d5e2597c6435aa1d658f2f46639f1|leaf-classification__ee501d742baa4e5eb3737e1746896c43,2,0.5,0.02407999999999999,1.5,60.0,0,192.05969121307135,0.0,0.0,0.0,0.0
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,0,2,0.0,full_external,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,1,60.0,2,192.05969121307135,192.05969121307135,192.05969121307135,1.0,1.0
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,0,2,0.0,full_self_report_available,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,1,60.0,2,192.05969121307135,192.05969121307135,192.05969121307135,1.0,1.0
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,0,2,0.0,full_self_report_complete,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,1,60.0,2,192.05969121307135,192.05969121307135,192.05969121307135,1.0,1.0
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,0,2,0.0,sub120_available,leaf-classification__991d5e2597c6435aa1d658f2f46639f1|leaf-classification__ee501d742baa4e5eb3737e1746896c43,2,0.5,0.02407999999999999,1.5,60.0,0,192.05969121307135,60.0,60.0,0.31240287652777643,0.31240287652777643
leaf-classification__6ab44b6035424b84aa5f92009d7da965,cards_senior_0808.jsonl:34,leaf-classification,easy,2,0,2,0.0,artifact120_escalate_silent,leaf-classification__991d5e2597c6435aa1d658f2f46639f1,1,1.0,0.0,1,60.0,2,192.05969121307135,252.05969121307135,192.05969121307135,1.3124028765277764,1.0
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,1.0,random,leaf-classification__494524617b54420f82384eeeca1bb3f8|leaf-classification__eed56a4de8c846d199c496cea22662c6,2,0.5,0.017565000000000004,1.5,46.8,0,50.29974092915654,0.0,0.0,0.0,0.0
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,1.0,full_external,leaf-classification__494524617b54420f82384eeeca1bb3f8,1,1.0,0.0,1,46.8,2,50.29974092915654,50.29974092915654,50.29974092915654,1.0,1.0
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,1.0,full_self_report_available,leaf-classification__eed56a4de8c846d199c496cea22662c6,1,0.0,0.03513,2,46.8,2,50.29974092915654,50.29974092915654,50.29974092915654,1.0,1.0
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,1.0,full_self_report_complete,leaf-classification__eed56a4de8c846d199c496cea22662c6,1,0.0,0.03513,2,46.8,2,50.29974092915654,50.29974092915654,50.29974092915654,1.0,1.0
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,1.0,sub120_available,leaf-classification__494524617b54420f82384eeeca1bb3f8,1,1.0,0.0,1,46.8,0,50.29974092915654,46.8,46.8,0.9304222871826384,0.9304222871826384
leaf-classification__abd955fe1fad4d7a9b4bac2c62a6b1ae,cards_senior_0808.jsonl:34,leaf-classification,easy,2,2,0,1.0,artifact120_escalate_silent,leaf-classification__494524617b54420f82384eeeca1bb3f8,1,1.0,0.0,1,46.8,0,50.29974092915654,46.8,46.8,0.9304222871826384,0.9304222871826384
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,random,leaf-classification__60b488f9620146388be7609e453aee44|leaf-classification__b98b686b95184ee98e13a7e8b7ed4368|leaf-classification__dd2c3d9b946e4ada942d99bcabfe7d98,3,0.3333333333333333,4.005413333333333,2,87.1,0,320.5955135989934,0.0,0.0,0.0,0.0
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,full_external,leaf-classification__60b488f9620146388be7609e453aee44,1,1.0,0.0,1,87.1,3,320.5955135989934,320.5955135989934,320.5955135989934,1.0,1.0
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,full_self_report_available,leaf-classification__dd2c3d9b946e4ada942d99bcabfe7d98,1,0.0,12.00793,3,87.1,3,320.5955135989934,320.5955135989934,320.5955135989934,1.0,1.0
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,full_self_report_complete,leaf-classification__dd2c3d9b946e4ada942d99bcabfe7d98,1,0.0,12.00793,3,87.1,3,320.5955135989934,320.5955135989934,320.5955135989934,1.0,1.0
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,sub120_available,leaf-classification__b98b686b95184ee98e13a7e8b7ed4368,1,0.0,0.008310000000000001,2,87.1,0,320.5955135989934,87.1,87.1,0.27168190540852744,0.27168190540852744
leaf-classification__f0411bcb7c8d46b38b6395c0a137f9fd,cards_senior_0808.jsonl:34,leaf-classification,hard,3,1,2,0.3333333333333333,artifact120_escalate_silent,leaf-classification__60b488f9620146388be7609e453aee44,1,1.0,0.0,1,87.1,2,320.5955135989934,375.40381519533696,315.40381519533696,1.170957793454648,0.9838060790515293
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,2,1,1,0.5,random,leaf-classification__04ab1a90eab841ddb77c99d84c5e1463|leaf-classification__8d613d315033481d990dc9c0af53620a,2,0.5,0.221175,1.5,44.0,0,1580.8765425961465,0.0,0.0,0.0,0.0
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,2,1,1,0.5,full_external,leaf-classification__8d613d315033481d990dc9c0af53620a,1,1.0,0.0,1,44.0,2,1580.8765425961465,1580.8765425961465,1580.8765425961465,1.0,1.0
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,2,1,1,0.5,full_self_report_available,leaf-classification__8d613d315033481d990dc9c0af53620a,1,1.0,0.0,1,44.0,2,1580.8765425961465,1580.8765425961465,1580.8765425961465,1.0,1.0
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,2,1,1,0.5,full_self_report_complete,leaf-classification__8d613d315033481d990dc9c0af53620a,1,1.0,0.0,1,44.0,2,1580.8765425961465,1580.8765425961465,1580.8765425961465,1.0,1.0
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,2,1,1,0.5,sub120_available,leaf-classification__8d613d315033481d990dc9c0af53620a,1,1.0,0.0,1,44.0,0,1580.8765425961465,44.0,44.0,0.0278326604351674,0.0278326604351674
leaf-classification__fc1a4fb5b3cd4cedafd1b81e84071adf,cards_senior_0808.jsonl:33,leaf-classification,easy,2,1,1,0.5,artifact120_escalate_silent,leaf-classification__8d613d315033481d990dc9c0af53620a,1,1.0,0.0,1,44.0,1,1580.8765425961465,1609.617034861818,1579.617034861818,1.0181800991356815,0.9992032852026129
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,random,learning-agency-lab-automated-essay-scoring-2__70e2d9903c9a4c9cbeb84d1deb7775c2|learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,2,0.5,0.006610000000000005,1.5,60.1,0,5880.804950714111,0.0,0.0,0.0,0.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_external,learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,1,1.0,0.0,1,60.1,2,5880.804950714111,5880.804950714111,5880.804950714111,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_self_report_available,learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,1,1.0,0.0,1,60.1,2,5880.804950714111,5880.804950714111,5880.804950714111,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_self_report_complete,learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,1,1.0,0.0,1,60.1,2,5880.804950714111,5880.804950714111,5880.804950714111,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,sub120_available,learning-agency-lab-automated-essay-scoring-2__70e2d9903c9a4c9cbeb84d1deb7775c2|learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,2,0.5,0.006610000000000005,1.5,60.1,0,5880.804950714111,60.1,60.1,0.010219689396891492,0.010219689396891492
learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,artifact120_escalate_silent,learning-agency-lab-automated-essay-scoring-2__ec12b99e12db4b4fa87adb2a6ce1a191,1,1.0,0.0,1,60.1,2,5880.804950714111,5940.904950714112,5880.904950714112,1.0102196893968916,1.0000170044748702
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,random,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657|learning-agency-lab-automated-essay-scoring-2__ba54479d2a1e448e80aa38d85d4d6470,2,0.5,0.0018500000000000183,1.5,60.2,0,2207.980604171753,0.0,0.0,0.0,0.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,full_external,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657,1,1.0,0.0,1,60.2,2,2207.980604171753,2207.980604171753,2207.980604171753,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,full_self_report_available,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657,1,1.0,0.0,1,60.2,2,2207.980604171753,2207.980604171753,2207.980604171753,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,full_self_report_complete,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657,1,1.0,0.0,1,60.2,2,2207.980604171753,2207.980604171753,2207.980604171753,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,sub120_available,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657|learning-agency-lab-automated-essay-scoring-2__ba54479d2a1e448e80aa38d85d4d6470,2,0.5,0.0018500000000000183,1.5,60.2,0,2207.980604171753,60.2,60.2,0.02726473225636959,0.02726473225636959
learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,artifact120_escalate_silent,learning-agency-lab-automated-essay-scoring-2__2fd4cc3940ce4d0fb1c213b397104657,1,1.0,0.0,1,60.2,2,2207.980604171753,2268.1806041717527,2208.1806041717527,1.0272647322563695,1.000090580505835
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,random,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7|learning-agency-lab-automated-essay-scoring-2__6e8d2b60f702410b9ce09b32bd3a5b2d,2,0.5,0.54453,1.5,47.400000000000006,0,5939.8168885707855,0.0,0.0,0.0,0.0
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_external,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7,1,1.0,0.0,1,47.400000000000006,2,5939.8168885707855,5939.8168885707855,5939.8168885707855,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_self_report_available,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7,1,1.0,0.0,1,47.400000000000006,2,5939.8168885707855,5939.8168885707855,5939.8168885707855,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,sub120_available,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7|learning-agency-lab-automated-essay-scoring-2__6e8d2b60f702410b9ce09b32bd3a5b2d,2,0.5,0.54453,1.5,47.400000000000006,0,5939.8168885707855,47.400000000000006,47.400000000000006,0.007980043979336406,0.007980043979336406
learning-agency-lab-automated-essay-scoring-2__bfdd0bd143fd4cb4ab9357441b7b4d6f,cards_senior_0808.jsonl:8,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,artifact120_escalate_silent,learning-agency-lab-automated-essay-scoring-2__582b2c4449b042abbd35afa7f0161ae7,1,1.0,0.0,1,47.400000000000006,2,5939.8168885707855,5987.216888570785,5927.216888570785,1.0079800439793363,0.9978787224865054
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,3,0,3,0.0,random,learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d|learning-agency-lab-automated-essay-scoring-2__5ea8aa0cafac46408fa42d1c3e30d058|learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,3,0.3333333333333333,0.009013333333333318,2,90.30000000000001,0,5250.388808488846,0.0,0.0,0.0,0.0
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,3,0,3,0.0,full_external,learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,1,1.0,0.0,1,90.30000000000001,3,5250.388808488846,5250.388808488846,5250.388808488846,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,3,0,3,0.0,full_self_report_available,learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,1,1.0,0.0,1,90.30000000000001,3,5250.388808488846,5250.388808488846,5250.388808488846,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,3,0,3,0.0,full_self_report_complete,learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,1,1.0,0.0,1,90.30000000000001,3,5250.388808488846,5250.388808488846,5250.388808488846,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,3,0,3,0.0,sub120_available,learning-agency-lab-automated-essay-scoring-2__507578e20ae54b25bdde6dc425eafa7d|learning-agency-lab-automated-essay-scoring-2__5ea8aa0cafac46408fa42d1c3e30d058|learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,3,0.3333333333333333,0.009013333333333318,2,90.30000000000001,0,5250.388808488846,90.30000000000001,90.30000000000001,0.017198726283661637,0.017198726283661637
learning-agency-lab-automated-essay-scoring-2__d7d7b2c80bc34005a0fec4fc67053498,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,hard,3,0,3,0.0,artifact120_escalate_silent,learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,1,1.0,0.0,1,90.30000000000001,3,5250.388808488846,5340.688808488846,5250.688808488846,1.0171987262836617,1.0000571386255273
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,random,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375|learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,2,0.5,0.0009850000000000136,1.5,55.5,0,2061.1014482975006,0.0,0.0,0.0,0.0
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,full_external,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375,1,1.0,0.0,1,55.5,2,2061.1014482975006,2061.1014482975006,2061.1014482975006,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,full_self_report_available,learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,1,0.0,0.0019700000000000273,2,55.5,2,2061.1014482975006,2061.1014482975006,2061.1014482975006,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,full_self_report_complete,learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,1,0.0,0.0019700000000000273,2,55.5,2,2061.1014482975006,2061.1014482975006,2061.1014482975006,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,sub120_available,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375|learning-agency-lab-automated-essay-scoring-2__77aac523f90d4cf5afe2eaa03733a189,2,0.5,0.0009850000000000136,1.5,55.5,0,2061.1014482975006,55.5,55.5,0.02692734995933548,0.02692734995933548
learning-agency-lab-automated-essay-scoring-2__dcadeabb3745444b84238b4e3b4bf557,cards_senior_0803.jsonl:6,learning-agency-lab-automated-essay-scoring-2,hard,2,0,2,0.0,artifact120_escalate_silent,learning-agency-lab-automated-essay-scoring-2__71b7798f122449e7bcd5933fe6c9d375,1,1.0,0.0,1,55.5,2,2061.1014482975006,2116.6014482975006,2056.6014482975006,1.0269273499593354,0.9978167013546485
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,random,learning-agency-lab-automated-essay-scoring-2__50c87d8406ad4f17aa7b023c05d6a44c|learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,2,0.5,0.015060000000000073,1.5,60.2,0,6523.93625330925,0.0,0.0,0.0,0.0
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_external,learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,1,1.0,0.0,1,60.2,2,6523.93625330925,6523.93625330925,6523.93625330925,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,full_self_report_available,learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,1,1.0,0.0,1,60.2,2,6523.93625330925,6523.93625330925,6523.93625330925,1.0,1.0
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,sub120_available,learning-agency-lab-automated-essay-scoring-2__50c87d8406ad4f17aa7b023c05d6a44c|learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,2,0.5,0.015060000000000073,1.5,60.2,0,6523.93625330925,60.2,60.2,0.009227557974599109,0.009227557974599109
learning-agency-lab-automated-essay-scoring-2__e98c27a1655f4bbda2fc621ba07c232c,cards_senior_0803.jsonl:3,learning-agency-lab-automated-essay-scoring-2,easy,2,0,2,0.0,artifact120_escalate_silent,learning-agency-lab-automated-essay-scoring-2__ca6e4102a52745a388d5d1e6a5630a60,1,1.0,0.0,1,60.2,2,6523.93625330925,6584.13625330925,6524.13625330925,1.009227557974599,1.000030656338786
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,5,0,5,0.0,random,mlsp-2013-birds__2d983a9212234554a59cec88a93e6e0b|mlsp-2013-birds__908d280fda604c43bb7a5e87420e46c3|mlsp-2013-birds__9ccfc1b22cde40db8fc67b8081d0293b|mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2|mlsp-2013-birds__ed8784a6a4c44472a644dcb7a4360f3b,5,0.2,0.0036280000000000756,3,150.5,0,2852.5744729042053,0.0,0.0,0.0,0.0
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,5,0,5,0.0,full_external,mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2,1,1.0,0.0,1,150.5,5,2852.5744729042053,2852.5744729042053,2852.5744729042053,1.0,1.0
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,5,0,5,0.0,full_self_report_available,mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2,1,1.0,0.0,1,150.5,5,2852.5744729042053,2852.5744729042053,2852.5744729042053,1.0,1.0
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,5,0,5,0.0,full_self_report_complete,mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2,1,1.0,0.0,1,150.5,5,2852.5744729042053,2852.5744729042053,2852.5744729042053,1.0,1.0
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,5,0,5,0.0,sub120_available,mlsp-2013-birds__2d983a9212234554a59cec88a93e6e0b|mlsp-2013-birds__908d280fda604c43bb7a5e87420e46c3|mlsp-2013-birds__9ccfc1b22cde40db8fc67b8081d0293b|mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2|mlsp-2013-birds__ed8784a6a4c44472a644dcb7a4360f3b,5,0.2,0.0036280000000000756,3,150.5,0,2852.5744729042053,150.5,150.5,0.052759358758047076,0.052759358758047076
mlsp-2013-birds__2d82d79adb47473e907e8f34ad15cdb2,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,5,0,5,0.0,artifact120_escalate_silent,mlsp-2013-birds__9d6111ad09d84e7aa563821c26dd77b2,1,1.0,0.0,1,150.5,5,2852.5744729042053,3003.0744729042053,2853.0744729042053,1.052759358758047,1.0001752802616546
mlsp-2013-birds__35246c86f5b347e18d24e0558af31250,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,2,0,2,0.0,random,mlsp-2013-birds__14b366b28c65451f963287bb1c29baaf|mlsp-2013-birds__71bf705af9984d7b8bf7216cee3e9106,2,0.5,0.0010350000000000081,1.5,60.2,0,338.68961238861084,0.0,0.0,0.0,0.0
mlsp-2013-birds__35246c86f5b347e18d24e0558af31250,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,2,0,2,0.0,full_external,mlsp-2013-birds__14b366b28c65451f963287bb1c29baaf,1,1.0,0.0,1,60.2,2,338.68961238861084,338.68961238861084,338.68961238861084,1.0,1.0
mlsp-2013-birds__35246c86f5b347e18d24e0558af31250,cards_senior_0802.jsonl:4,mlsp-2013-birds,hard,2,0,2,0.0,full_self_report_available,mlsp-2013-birds__71bf705af9984d7b8bf7216cee3e9106,1,0.0,0.0020700000000000163,2,60.2,2,338.68961238861084,338.68961238861084,338.68961238861084,1.0,1.0
