allocated_cpus,allocated_gpu_count,code_sha256,code_time_limit,execution_seconds,finished_utc,image,image_version,index,job,kernel_ok,node,original_search_seed,output_sha256,program_device,repeat,score,slot,source_commit,source_tree,started_utc,status,submission_sha256,task,timed_out,valid,wall_seconds
6,1,7b15dedfd18395414f4118151d67ff16840ae3fb76940aaae376988fd702b5ce,300,89.8720603659749,2026-09-11T09:10:08.955936+00:00,/research/d7/spc/yzyang4/aira-dojo/build/superimage/superimage.root.2026-07-macos-v1.sif,2026-07-macos-v1,0,13085,True,gpu28,6,1360d184b71ad5f0b42082ef0d31c90c16d665ed3cd25e83a258b2a5eed22ec1,gpu,0,0.73093,0,eb173ba00656721b095cf9e38e99c13f8f5dbc4c,3aae90ae26b5ae7b65e6efed14fb49f2907c9c42,2026-09-11T09:08:32.908063+00:00,valid,772bd36618345ccc4bd5a515fa1ed026b627f82153acf1f09108c3b94e92890e,leaf-classification,False,True,96.04780953307636
6,1,395bcd44075e060691629c8542f8d2a5fa56d98e5d4566e569da644f6e1521cc,300,190.91789085487835,2026-09-11T09:13:23.800144+00:00,/research/d7/spc/yzyang4/aira-dojo/build/superimage/superimage.root.2026-07-macos-v1.sif,2026-07-macos-v1,1,13085,True,gpu28,6,72996b88a43110b1ccecfbb6d52a9eca1359084525b93f570fc0717b9f31a9bf,original_default_cpu,0,0.76995,1,eb173ba00656721b095cf9e38e99c13f8f5dbc4c,3aae90ae26b5ae7b65e6efed14fb49f2907c9c42,2026-09-11T09:10:08.960396+00:00,valid,c580ac6005b3275d6e0b5c479d8596b572cab0efaca1e0db5e71a6640cd2fac3,leaf-classification,False,True,194.83969023101963
6,1,ff02ab9a5276cb2b0e565b9988520ad27ca20e20465d465c4dd27ad059e0cbd8,300,320.96222972590476,2026-09-11T09:18:48.521567+00:00,/research/d7/spc/yzyang4/aira-dojo/build/superimage/superimage.root.2026-07-macos-v1.sif,2026-07-macos-v1,2,13085,False,gpu28,6,086b540e3bf58bfd1c20f6445b484a052ec3ec32d5203ad1616b4b2ad33d1630,original_default_cpu,0,,2,eb173ba00656721b095cf9e38e99c13f8f5dbc4c,3aae90ae26b5ae7b65e6efed14fb49f2907c9c42,2026-09-11T09:13:23.806317+00:00,program_timeout,,leaf-classification,True,False,324.7152050738223
6,1,ff02ab9a5276cb2b0e565b9988520ad27ca20e20465d465c4dd27ad059e0cbd8,300,325.1309119439684,2026-09-11T09:24:17.491697+00:00,/research/d7/spc/yzyang4/aira-dojo/build/superimage/superimage.root.2026-07-macos-v1.sif,2026-07-macos-v1,3,13085,False,gpu28,6,086b540e3bf58bfd1c20f6445b484a052ec3ec32d5203ad1616b4b2ad33d1630,original_default_cpu,1,,2,eb173ba00656721b095cf9e38e99c13f8f5dbc4c,3aae90ae26b5ae7b65e6efed14fb49f2907c9c42,2026-09-11T09:18:48.528055+00:00,program_timeout,,leaf-classification,True,False,328.963592821965
6,1,395bcd44075e060691629c8542f8d2a5fa56d98e5d4566e569da644f6e1521cc,300,191.89894313388504,2026-09-11T09:27:33.299245+00:00,/research/d7/spc/yzyang4/aira-dojo/build/superimage/superimage.root.2026-07-macos-v1.sif,2026-07-macos-v1,4,13085,True,gpu28,6,72996b88a43110b1ccecfbb6d52a9eca1359084525b93f570fc0717b9f31a9bf,original_default_cpu,1,0.76995,1,eb173ba00656721b095cf9e38e99c13f8f5dbc4c,3aae90ae26b5ae7b65e6efed14fb49f2907c9c42,2026-09-11T09:24:17.496060+00:00,valid,c580ac6005b3275d6e0b5c479d8596b572cab0efaca1e0db5e71a6640cd2fac3,leaf-classification,False,True,195.80313572101295
6,1,7b15dedfd18395414f4118151d67ff16840ae3fb76940aaae376988fd702b5ce,300,90.16137631400488,2026-09-11T09:29:07.322046+00:00,/research/d7/spc/yzyang4/aira-dojo/build/superimage/superimage.root.2026-07-macos-v1.sif,2026-07-macos-v1,5,13085,True,gpu28,6,52c2ce2c144ddbd523b49c455f7a635561df06d15e4a84ebceb6b5db5e02dc69,gpu,1,0.73156,0,eb173ba00656721b095cf9e38e99c13f8f5dbc4c,3aae90ae26b5ae7b65e6efed14fb49f2907c9c42,2026-09-11T09:27:33.303898+00:00,valid,328861a97152a27e7c78a8fe2754c6385cad153ed6d0f97e0ef8a0502b364b0c,leaf-classification,False,True,94.0180851649493
